D://crw_data//df.apply\source71\code\pd.DataFrame.apply_where_replace0.py,"TypeError: \'Series\' objects are mutable, thus they cannot be hashed","writer.writerow([url, 19,
    ""df.apply(lambda row: row['action_type'] if actiontypes[row['action_type']] >\t    20 else row['combined_shot_type'], axis=1)""
    ,
    "" actiontypes[df['action_type']].apply(lambda row: row['action_type'] if row >\t    20 else row['combined_shot_type'])""
    , t1, t2, 'pd.DataFrame.apply', 'pd.Series.apply'])
",TypeError
D://crw_data//df.apply\source78\code\pd.DataFrame.apply_where_replace0.py,"TypeError: \'Series\' objects are mutable, thus they cannot be hashed","writer.writerow([url, 19,
    ""df.apply(lambda row: row['action_type'] if actiontypes[row['action_type']] >\t    20 else row['combined_shot_type'], axis=1)""
    ,
    "" actiontypes[df['action_type']].apply(lambda row: row['action_type'] if row >\t    20 else row['combined_shot_type'])""
    , t1, t2, 'pd.DataFrame.apply', 'pd.Series.apply'])
",TypeError
D://crw_data//df.apply\source80\code\pd.DataFrame.apply_where_replace0.py,AssertionError,"writer.writerow([url, 33,
    ""df.apply(lambda row: row[field] if row[field] in filtered else float('NaN'),\t    axis=1)""
    ,
    "" df[field].apply(lambda row:row if row in filtered else float('NaN'))"",
    t1, t2, 'pd.DataFrame.apply', 'pd.Series.apply'])
",AssertionError
D://crw_data//df.apply\source90\code\pd.DataFrame.apply_where_replace0.py,"TypeError: \'Series\' objects are mutable, thus they cannot be hashed","writer.writerow([url, 19,
    ""df.apply(lambda row: row['action_type'] if actiontypes[row['action_type']] >\t    20 else row['combined_shot_type'], axis=1)""
    ,
    "" actiontypes[df['action_type']].apply(lambda row: row['action_type'] if row >\t    20 else row['combined_shot_type'])""
    , t1, t2, 'pd.DataFrame.apply', 'pd.Series.apply'])
",TypeError
D://crw_data//np.concatenate\source215\code\pd.DataFrame.fillna_replace1.py,AttributeError: \'Series\' object has no attribute \'applymap\',"writer.writerow([url, 22, ""titanic['Embarked'].fillna('S')"",
    ""titanic['Embarked'].combine_first(titanic['Embarked'].applymap(lambda x: 'S'))""
    , t1, t2, 'pd.DataFrame.fillna', 'pd.DataFrame.combine_first'])
",AttributeError
D://crw_data//np.concatenate\source235\code\pd.DataFrame.fillna_replace0.py,AttributeError: \'Series\' object has no attribute \'applymap\',"writer.writerow([url, 95, ""dataset['Embarked'].fillna('S')"",
    ""dataset['Embarked'].combine_first(dataset['Embarked'].applymap(lambda x: 'S'))""
    , t1, t2, 'pd.DataFrame.fillna', 'pd.DataFrame.combine_first'])
",AttributeError
D://crw_data//np.concatenate\source235\code\pd.DataFrame.fillna_replace1.py,AttributeError: \'Series\' object has no attribute \'applymap\',"writer.writerow([url, 101, ""dataset['Fare'].fillna(train['Fare'].median())"",
    ""dataset['Fare'].combine_first(dataset['Fare'].applymap(lambda x: train['Fare'].median()))""
    , t1, t2, 'pd.DataFrame.fillna', 'pd.DataFrame.combine_first'])
",AttributeError
D://crw_data//np.concatenate\source235\code\pd.DataFrame.fillna_replace2.py,AttributeError: \'Series\' object has no attribute \'applymap\',"writer.writerow([url, 173, ""dataset['Title'].fillna(0)"",
    ""dataset['Title'].combine_first(dataset['Title'].applymap(lambda x: 0))"",
    t1, t2, 'pd.DataFrame.fillna', 'pd.DataFrame.combine_first'])
",AttributeError
D://crw_data//np.concatenate\source244\code\pd.DataFrame.fillna_replace0.py,AttributeError: \'Series\' object has no attribute \'applymap\',"writer.writerow([url, 19, ""data['Age'].fillna(data['Age'].median())"",
    ""data['Age'].combine_first(data['Age'].applymap(lambda x: data['Age'].median()))""
    , t1, t2, 'pd.DataFrame.fillna', 'pd.DataFrame.combine_first'])
",AttributeError
D://crw_data//np.concatenate\source244\code\pd.DataFrame.fillna_replace1.py,AttributeError: \'Series\' object has no attribute \'applymap\',"writer.writerow([url, 23, ""data['Embarked'].fillna('S')"",
    ""data['Embarked'].combine_first(data['Embarked'].applymap(lambda x: 'S'))"",
    t1, t2, 'pd.DataFrame.fillna', 'pd.DataFrame.combine_first'])
",AttributeError
D://crw_data//np.concatenate\source244\code\pd.DataFrame.fillna_replace2.py,AttributeError: \'Series\' object has no attribute \'applymap\',"writer.writerow([url, 28, ""data['Fare'].fillna(data['Fare'].median())"",
    ""data['Fare'].combine_first(data['Fare'].applymap(lambda x: data['Fare'].median()))""
    , t1, t2, 'pd.DataFrame.fillna', 'pd.DataFrame.combine_first'])
",AttributeError
D://crw_data//np.concatenate\source84\code\pd.DataFrame.fillna_replace0.py,AttributeError: \'Series\' object has no attribute \'applymap\',"writer.writerow([url, 19, ""t_train['Age'].fillna(t_train['Age'].median())"",
    ""t_train['Age'].combine_first(t_train['Age'].applymap(lambda x: t_train['Age'].median()))""
    , t1, t2, 'pd.DataFrame.fillna', 'pd.DataFrame.combine_first'])
",AttributeError
D://crw_data//np.concatenate\source84\code\pd.DataFrame.fillna_replace1.py,AttributeError: \'Series\' object has no attribute \'applymap\',"writer.writerow([url, 20, ""t_train['Embarked'].fillna('S')"",
    ""t_train['Embarked'].combine_first(t_train['Embarked'].applymap(lambda x: 'S'))""
    , t1, t2, 'pd.DataFrame.fillna', 'pd.DataFrame.combine_first'])
",AttributeError
D://crw_data//np.concatenate\source96\code\pd.DataFrame.fillna_replace0.py,AttributeError: \'Series\' object has no attribute \'applymap\',"writer.writerow([url, 26,
    ""test_data['Fare'].fillna(test_data['Fare'].mean())"",
    ""test_data['Fare'].combine_first(test_data['Fare'].applymap(lambda x: test_data['Fare'].mean()))""
    , t1, t2, 'pd.DataFrame.fillna', 'pd.DataFrame.combine_first'])
",AttributeError
D://crw_data//np.concatenate\source96\code\pd.DataFrame.fillna_replace1.py,AttributeError: \'Series\' object has no attribute \'applymap\',"writer.writerow([url, 27,
    ""train_data['Age'].fillna(train_data['Age'].mean())"",
    ""train_data['Age'].combine_first(train_data['Age'].applymap(lambda x: train_data['Age'].mean()))""
    , t1, t2, 'pd.DataFrame.fillna', 'pd.DataFrame.combine_first'])
",AttributeError
D://crw_data//np.concatenate\source96\code\pd.DataFrame.fillna_replace2.py,AttributeError: \'Series\' object has no attribute \'applymap\',"writer.writerow([url, 28,
    ""test_data['Age'].fillna(test_data['Age'].mean())"",
    ""test_data['Age'].combine_first(test_data['Age'].applymap(lambda x: test_data['Age'].mean()))""
    , t1, t2, 'pd.DataFrame.fillna', 'pd.DataFrame.combine_first'])
",AttributeError
D://crw_data//np.count_nonzero\source6\code\pd.DataFrame.fillna_replace0.py,AttributeError: \'Series\' object has no attribute \'applymap\',"writer.writerow([url, 29, ""titanic['Age'].fillna(titanic['Age'].median())"",
    ""titanic['Age'].combine_first(titanic['Age'].applymap(lambda x: titanic['Age'].median()))""
    , t1, t2, 'pd.DataFrame.fillna', 'pd.DataFrame.combine_first'])
",AttributeError
D://crw_data//np.count_nonzero\source6\code\pd.DataFrame.fillna_replace1.py,AttributeError: \'Series\' object has no attribute \'applymap\',"writer.writerow([url, 37,
    ""titanic['Fare'].fillna(titanic['Fare'].median())"",
    ""titanic['Fare'].combine_first(titanic['Fare'].applymap(lambda x: titanic['Fare'].median()))""
    , t1, t2, 'pd.DataFrame.fillna', 'pd.DataFrame.combine_first'])
",AttributeError
D://crw_data//np.count_nonzero\source6\code\pd.DataFrame.fillna_replace2.py,AttributeError: \'Series\' object has no attribute \'applymap\',"writer.writerow([url, 41, ""titanic['Embarked'].fillna('S')"",
    ""titanic['Embarked'].combine_first(titanic['Embarked'].applymap(lambda x: 'S'))""
    , t1, t2, 'pd.DataFrame.fillna', 'pd.DataFrame.combine_first'])
",AttributeError
D://crw_data//np.count_nonzero\source6\code\pd.DataFrame.fillna_replace3.py,AttributeError: \'Series\' object has no attribute \'applymap\',"writer.writerow([url, 53,
    ""titanic_test['Age'].fillna(titanic['Age'].median())"",
    ""titanic_test['Age'].combine_first(titanic_test['Age'].applymap(lambda x: titanic['Age'].median()))""
    , t1, t2, 'pd.DataFrame.fillna', 'pd.DataFrame.combine_first'])
",AttributeError
D://crw_data//np.count_nonzero\source6\code\pd.DataFrame.fillna_replace4.py,AttributeError: \'Series\' object has no attribute \'applymap\',"writer.writerow([url, 61, ""titanic_test['Embarked'].fillna('S')"",
    ""titanic_test['Embarked'].combine_first(titanic_test['Embarked'].applymap(lambda x: 'S'))""
    , t1, t2, 'pd.DataFrame.fillna', 'pd.DataFrame.combine_first'])
",AttributeError
D://crw_data//np.count_nonzero\source6\code\pd.DataFrame.fillna_replace5.py,AttributeError: \'Series\' object has no attribute \'applymap\',"writer.writerow([url, 63,
    ""titanic_test['Fare'].fillna(titanic_test['Fare'].median())"",
    ""titanic_test['Fare'].combine_first(titanic_test['Fare'].applymap(lambda x: titanic_test['Fare'].median()))""
    , t1, t2, 'pd.DataFrame.fillna', 'pd.DataFrame.combine_first'])
",AttributeError
D://crw_data//df.apply\source14\code\pd.DataFrame.fillna_replace0.py,AttributeError: \'Series\' object has no attribute \'applymap\',"writer.writerow([url, 21, 'colonne.fillna(moyenne)',
    'colonne.combine_first(colonne.applymap(lambda x: moyenne))', t1, t2,
    'pd.DataFrame.fillna', 'pd.DataFrame.combine_first'])
",AttributeError
D://crw_data//df.apply\source14\code\pd.DataFrame.fillna_replace1.py,AttributeError: \'Series\' object has no attribute \'applymap\',"writer.writerow([url, 50, ""dataFrame['Cabin'].fillna(0)"",
    ""dataFrame['Cabin'].combine_first(dataFrame['Cabin'].applymap(lambda x: 0))""
    , t1, t2, 'pd.DataFrame.fillna', 'pd.DataFrame.combine_first'])
",AttributeError
D://crw_data//df.apply\source14\code\pd.DataFrame.fillna_replace2.py,AttributeError: \'Series\' object has no attribute \'applymap\',"writer.writerow([url, 56, ""dataFrame['Embarked'].fillna('S')"",
    ""dataFrame['Embarked'].combine_first(dataFrame['Embarked'].applymap(lambda x: 'S'))""
    , t1, t2, 'pd.DataFrame.fillna', 'pd.DataFrame.combine_first'])
",AttributeError
D://crw_data//df.apply\source30\code\pd.DataFrame.fillna_replace0.py,AttributeError: \'Series\' object has no attribute \'applymap\',"writer.writerow([url, 47, ""df['Embarked'].fillna('S')"",
    ""df['Embarked'].combine_first(df['Embarked'].applymap(lambda x: 'S'))"",
    t1, t2, 'pd.DataFrame.fillna', 'pd.DataFrame.combine_first'])
",AttributeError
D://crw_data//df.apply\source30\code\pd.DataFrame.fillna_replace1.py,AttributeError: \'Series\' object has no attribute \'applymap\',"writer.writerow([url, 55, ""df['Fare'].fillna(df['Fare'].mean())"",
    ""df['Fare'].combine_first(df['Fare'].applymap(lambda x: df['Fare'].mean()))""
    , t1, t2, 'pd.DataFrame.fillna', 'pd.DataFrame.combine_first'])
",AttributeError
D://crw_data//df.apply\source34\code\pd.DataFrame.fillna_replace0.py,AttributeError: \'Series\' object has no attribute \'applymap\',"writer.writerow([url, 103,
    ""new_full_data['Embarked'].fillna(most_frequent_value)"",
    ""new_full_data['Embarked'].combine_first(new_full_data['Embarked'].applymap(lambda x: most_frequent_value))""
    , t1, t2, 'pd.DataFrame.fillna', 'pd.DataFrame.combine_first'])
",AttributeError
D://crw_data//df.apply\source34\code\pd.DataFrame.fillna_replace1.py,AttributeError: \'Series\' object has no attribute \'applymap\',"writer.writerow([url, 106, 'new_full_data.Fare.fillna(meanFare)',
    'new_full_data.Fare.combine_first(new_full_data.Fare.applymap(lambda x: meanFare))'
    , t1, t2, 'pd.DataFrame.fillna', 'pd.DataFrame.combine_first'])
",AttributeError
D://crw_data//df.apply\source54\code\pd.DataFrame.fillna_replace0.py,AttributeError: \'Series\' object has no attribute \'applymap\',"writer.writerow([url, 35, ""labelCategories.category.fillna('unknown')"",
    ""labelCategories.category.combine_first(labelCategories.category.applymap(lambda x: 'unknown'))""
    , t1, t2, 'pd.DataFrame.fillna', 'pd.DataFrame.combine_first'])
",AttributeError
D://crw_data//df.fillna\source13\code\pd.DataFrame.fillna_replace0.py,AttributeError: \'Series\' object has no attribute \'applymap\',"writer.writerow([url, 141, 'properties[c].fillna(-1)',
    'properties[c].combine_first(properties[c].applymap(lambda x: -1))', t1,
    t2, 'pd.DataFrame.fillna', 'pd.DataFrame.combine_first'])
",AttributeError
D://crw_data//df.fillna\source3\code\pd.DataFrame.fillna_replace0.py,AttributeError: \'Series\' object has no attribute \'applymap\',"writer.writerow([url, 35, ""df.fillna('unknown')"",
    ""df.combine_first(df.applymap(lambda x: 'unknown'))"", t1, t2,
    'pd.DataFrame.fillna', 'pd.DataFrame.combine_first'])
",AttributeError
D://crw_data//df.iloc\source65\code\pd.DataFrame.fillna_replace0.py,AssertionError,"writer.writerow([url, 561, 'full_test.fillna(self.fill_nan)',
    'full_test.combine_first(full_test.applymap(lambda x: self.fill_nan))',
    t1, t2, 'pd.DataFrame.fillna', 'pd.DataFrame.combine_first'])
",AssertionError
D://crw_data//pd.read_csv\source1025\code\pd.DataFrame.fillna_replace0.py,AttributeError: \'Series\' object has no attribute \'applymap\',"writer.writerow([url, 56, ""train['Age'].fillna(np.mean(train['Age']))"",
    ""train['Age'].combine_first(train['Age'].applymap(lambda x: np.mean(train['Age'])))""
    , t1, t2, 'pd.DataFrame.fillna', 'pd.DataFrame.combine_first'])
",AttributeError
D://crw_data//pd.read_csv\source1025\code\pd.DataFrame.fillna_replace1.py,AttributeError: \'Series\' object has no attribute \'applymap\',"writer.writerow([url, 57, ""test['Age'].fillna(np.mean(test['Age']))"",
    ""test['Age'].combine_first(test['Age'].applymap(lambda x: np.mean(test['Age'])))""
    , t1, t2, 'pd.DataFrame.fillna', 'pd.DataFrame.combine_first'])
",AttributeError
D://crw_data//pd.read_csv\source1181\code\pd.DataFrame.fillna_replace0.py,AttributeError: \'Series\' object has no attribute \'applymap\',"writer.writerow([url, 19, 'df_train[column].fillna(mean_value)',
    'df_train[column].combine_first(df_train[column].applymap(lambda x: mean_value))'
    , t1, t2, 'pd.DataFrame.fillna', 'pd.DataFrame.combine_first'])
",AttributeError
D://crw_data//pd.read_csv\source1025\code\pd.DataFrame.fillna_replace2.py,AttributeError: \'Series\' object has no attribute \'applymap\',"writer.writerow([url, 58, ""test['Fare'].fillna(np.mean(test['Fare']))"",
    ""test['Fare'].combine_first(test['Fare'].applymap(lambda x: np.mean(test['Fare'])))""
    , t1, t2, 'pd.DataFrame.fillna', 'pd.DataFrame.combine_first'])
",AttributeError
D://crw_data//df.join\source10\code\pd.DataFrame.fillna_replace0.py,AttributeError: \'Series\' object has no attribute \'applymap\',"writer.writerow([url, 62,
    ""df['NEW_SCORES_STD'].fillna(df['NEW_SCORES_STD'].mean())"",
    ""df['NEW_SCORES_STD'].combine_first(df['NEW_SCORES_STD'].applymap(lambda x: df['NEW_SCORES_STD'].mean()))""
    , t1, t2, 'pd.DataFrame.fillna', 'pd.DataFrame.combine_first'])
",AttributeError
D://crw_data//df.merge\source88\code\pd.DataFrame.fillna_replace0.py,AttributeError: \'Series\' object has no attribute \'applymap\',"writer.writerow([url, 59, 'df_2017.prev_unit_sales.fillna(0)',
    'df_2017.prev_unit_sales.combine_first(df_2017.prev_unit_sales.applymap(lambda x: 0))'
    , t1, t2, 'pd.DataFrame.fillna', 'pd.DataFrame.combine_first'])
",AttributeError
D://crw_data//np.arange\source215\code\pd.DataFrame.fillna_replace0.py,AttributeError: \'Series\' object has no attribute \'applymap\',"writer.writerow([url, 101, ""frame[datename].fillna('2015-01-01')"",
    ""frame[datename].combine_first(frame[datename].applymap(lambda x: '2015-01-01'))""
    , t1, t2, 'pd.DataFrame.fillna', 'pd.DataFrame.combine_first'])
",AttributeError
D://crw_data//np.arange\source281\code\pd.DataFrame.fillna_replace0.py,AttributeError: \'Series\' object has no attribute \'applymap\',"writer.writerow([url, 60, ""train1.ix[:, (i)].fillna('NAvalue')"",
    ""train1.ix[:, (i)].combine_first(train1.ix[:, (i)].applymap(lambda x: 'NAvalue'))""
    , t1, t2, 'pd.DataFrame.fillna', 'pd.DataFrame.combine_first'])
",AttributeError
D://crw_data//np.concatenate\source133\code\pd.DataFrame.fillna_replace0.py,AttributeError: \'Series\' object has no attribute \'applymap\',"writer.writerow([url, 43, ""train['Category'].fillna(2)"",
    ""train['Category'].combine_first(train['Category'].applymap(lambda x: 2))"",
    t1, t2, 'pd.DataFrame.fillna', 'pd.DataFrame.combine_first'])
",AttributeError
D://crw_data//pd.concat\source797\code\pd.DataFrame.fillna_replace0.py,AttributeError: \'Series\' object has no attribute \'applymap\',"writer.writerow([url, 19, 'x.fillna(x.mean())',
    'x.combine_first(x.applymap(lambda x: x.mean()))', t1, t2,
    'pd.DataFrame.fillna', 'pd.DataFrame.combine_first'])
",AttributeError
D://crw_data//pd.read_csv\source2251\code\pd.DataFrame.fillna_replace0.py,AttributeError: \'Series\' object has no attribute \'applymap\',"writer.writerow([url, 53,
    ""test['Demanda_uni_equil'].fillna(test['Demanda_uni_equil_y'])"",
    ""test['Demanda_uni_equil'].combine_first(test['Demanda_uni_equil'].applymap(lambda x: test['Demanda_uni_equil_y']))""
    , t1, t2, 'pd.DataFrame.fillna', 'pd.DataFrame.combine_first'])
",AttributeError
D://crw_data//pd.read_csv\source695\code\pd.DataFrame.fillna_replace0.py,AttributeError: \'Series\' object has no attribute \'applymap\',"writer.writerow([url, 38, ""np.log(train['v2a1'] + 1).fillna(0)"",
    ""np.log(train['v2a1'] + 1).combine_first(np.log(train['v2a1'] + 1).applymap(lambda x: 0))""
    , t1, t2, 'pd.DataFrame.fillna', 'pd.DataFrame.combine_first'])
",AttributeError
D://crw_data//df.iloc\source29\code\pd.Series.iloc_replace0.py,ValueError: Invalid call for scalar access (getting)!,"writer.writerow([url, 25, 'd[t].iloc[i]', 'd[t].iat[i]', t1, t2,
    'pd.Series.iloc', 'pd.Series.iat'])
",ValueError
D://crw_data//df.iloc\source2\code\pd.Series.iloc_replace1.py,ValueError: Invalid call for scalar access (getting)!,"writer.writerow([url, 185, 'target.iloc[trn_idx]', 'target.iat[trn_idx]',
    t1, t2, 'pd.Series.iloc', 'pd.Series.iat'])
",ValueError
D://crw_data//df.iloc\source33\code\pd.Series.iloc_replace0.py,ValueError: iAt based indexing can only have integer indexers,"writer.writerow([url, 80, 'features.iloc[:classes.shape[0]]',
    'features.iat[:classes.shape[0]]', t1, t2, 'pd.Series.iloc',
    'pd.Series.iat'])
",ValueError
D://crw_data//pd.concat\source511\code\pd.DataFrame.iloc_replace0.py,TypeError: _get_value() missing 1 required positional argument: \'col\',"writer.writerow([url, 52, 'train.iloc[0]', 'train.iat[0]', t1, t2,
    'pd.DataFrame.iloc', 'pd.DataFrame.iat'])
",TypeError
D://crw_data//pd.read_csv\source1230\code\pd.DataFrame.iloc_replace0.py,ValueError: iAt based indexing can only have integer indexers,"writer.writerow([url, 9, 'train_data.iloc[1:10000]',
    'train_data.iat[1:10000]', t1, t2, 'pd.DataFrame.iloc', 'pd.DataFrame.iat']
    )
",ValueError
D://crw_data//pd.read_csv\source2525\code\pd.DataFrame.iloc_replace0.py,ValueError: iAt based indexing can only have integer indexers,"writer.writerow([url, 49, 'complete_data.iloc[0:train_length,]',
    'complete_data.iat[0:train_length,]', t1, t2, 'pd.DataFrame.iloc',
    'pd.DataFrame.iat'])
",ValueError
D://crw_data//pd.read_csv\source2528\code\pd.DataFrame.iloc_replace0.py,ValueError: iAt based indexing can only have integer indexers,"writer.writerow([url, 10, 'train.iloc[:, :20]', 'train.iat[:, :20]', t1, t2,
    'pd.DataFrame.iloc', 'pd.DataFrame.iat'])
",ValueError
D://crw_data//pd.read_csv\source2829\code\pd.DataFrame.iloc_replace0.py,ValueError: iAt based indexing can only have integer indexers,"writer.writerow([url, 43, 'train.iloc[:, (i)]', 'train.iat[:, (i)]', t1, t2,
    'pd.DataFrame.iloc', 'pd.DataFrame.iat'])
",ValueError
D://crw_data//pd.read_csv\source283\code\pd.DataFrame.iloc_replace0.py,ValueError: iAt based indexing can only have integer indexers,"writer.writerow([url, 39, 'Y_train.iloc[:, (i)]', 'Y_train.iat[:, (i)]', t1,
    t2, 'pd.DataFrame.iloc', 'pd.DataFrame.iat'])
",ValueError
D://crw_data//pd.read_csv\source3006\code\pd.DataFrame.iloc_replace0.py,ValueError: iAt based indexing can only have integer indexers,"writer.writerow([url, 44, 'train.iloc[:, (i)]', 'train.iat[:, (i)]', t1, t2,
    'pd.DataFrame.iloc', 'pd.DataFrame.iat'])
",ValueError
D://crw_data//df.iloc\source31\code\pd.Series.iloc_replace1.py,ValueError: Invalid call for scalar access (getting)!,"writer.writerow([url, 102, 'target.iloc[train_idx]',
    'target.iat[train_idx]', t1, t2, 'pd.Series.iloc', 'pd.Series.iat'])
",ValueError
D://crw_data//np.zeros\source141\code\pd.Series.iloc_replace1.py,ValueError: Invalid call for scalar access (getting)!,"writer.writerow([url, 33, 'y.iloc[trn_idx]', 'y.iat[trn_idx]', t1, t2,
    'pd.Series.iloc', 'pd.Series.iat'])
",ValueError
D://crw_data//pd.read_csv\source1230\code\pd.DataFrame.iloc_replace1.py,ValueError: iAt based indexing can only have integer indexers,"writer.writerow([url, 9, 'train_data.iloc[1:10000]',
    'train_data.iat[1:10000]', t1, t2, 'pd.DataFrame.iloc', 'pd.DataFrame.iat']
    )
",ValueError
D://crw_data//pd.read_csv\source2528\code\pd.DataFrame.iloc_replace1.py,ValueError: iAt based indexing can only have integer indexers,"writer.writerow([url, 13, 'train.iloc[:, 20:40]', 'train.iat[:, 20:40]', t1,
    t2, 'pd.DataFrame.iloc', 'pd.DataFrame.iat'])
",ValueError
D://crw_data//pd.read_csv\source2829\code\pd.DataFrame.iloc_replace1.py,ValueError: iAt based indexing can only have integer indexers,"writer.writerow([url, 49, 'train.iloc[:, (i)]', 'train.iat[:, (i)]', t1, t2,
    'pd.DataFrame.iloc', 'pd.DataFrame.iat'])
",ValueError
D://crw_data//pd.read_csv\source3006\code\pd.DataFrame.iloc_replace1.py,ValueError: iAt based indexing can only have integer indexers,"writer.writerow([url, 50, 'train.iloc[:, (i)]', 'train.iat[:, (i)]', t1, t2,
    'pd.DataFrame.iloc', 'pd.DataFrame.iat'])
",ValueError
D://crw_data//pd.read_csv\source4139\code\pd.DataFrame.iloc_replace0.py,TypeError: _get_value() missing 1 required positional argument: \'col\',"writer.writerow([url, 343, 't2.iloc[i]', 't2.iat[i]', t1, t2,
    'pd.DataFrame.iloc', 'pd.DataFrame.iat'])
",TypeError
D://crw_data//np.array\source313\code\pd.DataFrame.iloc_replace0.py,TypeError: _get_value() missing 1 required positional argument: \'col\',"writer.writerow([url, 91, 'gifts.iloc[i]', 'gifts.iat[i]', t1, t2,
    'pd.DataFrame.iloc', 'pd.DataFrame.iat'])
",TypeError
D://crw_data//np.concatenate\source196\code\pd.DataFrame.iloc_replace0.py,ValueError: iAt based indexing can only have integer indexers,"writer.writerow([url, 3, ""pd.read_csv('../input/cities.csv').iloc[1:]"",
    ""pd.read_csv('../input/cities.csv').iat[1:]"", t1, t2,
    'pd.DataFrame.iloc', 'pd.DataFrame.iat'])
",ValueError
D://crw_data//np.dot\source9\code\pd.DataFrame.iloc_replace0.py,TypeError: _get_value() missing 1 required positional argument: \'col\',"writer.writerow([url, 42, 'traind.iloc[0]', 'traind.iat[0]', t1, t2,
    'pd.DataFrame.iloc', 'pd.DataFrame.iat'])
",TypeError
D://crw_data//pd.concat\source195\code\pd.DataFrame.iloc_replace0.py,ValueError: iAt based indexing can only have integer indexers,"writer.writerow([url, 13, 'c.iloc[0:1]', 'c.iat[0:1]', t1, t2,
    'pd.DataFrame.iloc', 'pd.DataFrame.iat'])
",ValueError
D://crw_data//df.iloc\source2\code\pd.Series.iloc_replace3.py,ValueError: Invalid call for scalar access (getting)!,"writer.writerow([url, 186, 'target.iloc[val_idx]', 'target.iat[val_idx]',
    t1, t2, 'pd.Series.iloc', 'pd.Series.iat'])
",ValueError
D://crw_data//df.iloc\source22\code\pd.Series.iloc_replace1.py,ValueError: Invalid call for scalar access (getting)!,"writer.writerow([url, 184, 'target.iloc[trn_idx]', 'target.iat[trn_idx]',
    t1, t2, 'pd.Series.iloc', 'pd.Series.iat'])
",ValueError
D://crw_data//df.iloc\source19\code\pd.Series.iloc_replace5.py,ValueError: Invalid call for scalar access (getting)!,"writer.writerow([url, 237, 'target.iloc[valid_idx]',
    'target.iat[valid_idx]', t1, t2, 'pd.Series.iloc', 'pd.Series.iat'])
",ValueError
D://crw_data//df.iloc\source2\code\pd.Series.iloc_replace5.py,ValueError: Invalid call for scalar access (getting)!,"writer.writerow([url, 211, 'trn_tgt.iloc[idx]', 'trn_tgt.iat[idx]', t1, t2,
    'pd.Series.iloc', 'pd.Series.iat'])
",ValueError
D://crw_data//df.iloc\source22\code\pd.Series.iloc_replace3.py,ValueError: Invalid call for scalar access (getting)!,"writer.writerow([url, 185, 'target.iloc[val_idx]', 'target.iat[val_idx]',
    t1, t2, 'pd.Series.iloc', 'pd.Series.iat'])
",ValueError
D://crw_data//df.iloc\source22\code\pd.Series.iloc_replace5.py,ValueError: Invalid call for scalar access (getting)!,"writer.writerow([url, 210, 'trn_tgt.iloc[idx]', 'trn_tgt.iat[idx]', t1, t2,
    'pd.Series.iloc', 'pd.Series.iat'])
",ValueError
D://crw_data//df.iloc\source31\code\pd.Series.iloc_replace3.py,ValueError: Invalid call for scalar access (getting)!,"writer.writerow([url, 103, 'target.iloc[valid_idx]',
    'target.iat[valid_idx]', t1, t2, 'pd.Series.iloc', 'pd.Series.iat'])
",ValueError
D://crw_data//df.iloc\source66\code\pd.Series.iloc_replace1.py,ValueError: Invalid call for scalar access (getting)!,"writer.writerow([url, 184, 'target.iloc[trn_idx]', 'target.iat[trn_idx]',
    t1, t2, 'pd.Series.iloc', 'pd.Series.iat'])
",ValueError
D://crw_data//df.iloc\source66\code\pd.Series.iloc_replace3.py,ValueError: Invalid call for scalar access (getting)!,"writer.writerow([url, 185, 'target.iloc[val_idx]', 'target.iat[val_idx]',
    t1, t2, 'pd.Series.iloc', 'pd.Series.iat'])
",ValueError
D://crw_data//df.iloc\source66\code\pd.Series.iloc_replace5.py,ValueError: Invalid call for scalar access (getting)!,"writer.writerow([url, 210, 'trn_tgt.iloc[idx]', 'trn_tgt.iat[idx]', t1, t2,
    'pd.Series.iloc', 'pd.Series.iat'])
",ValueError
D://crw_data//df.join\source11\code\pd.Series.iloc_replace1.py,ValueError: Invalid call for scalar access (getting)!,"writer.writerow([url, 75, 'y.iloc[trn_idx]', 'y.iat[trn_idx]', t1, t2,
    'pd.Series.iloc', 'pd.Series.iat'])
",ValueError
D://crw_data//df.join\source11\code\pd.Series.iloc_replace3.py,ValueError: Invalid call for scalar access (getting)!,"writer.writerow([url, 77, 'y.iloc[val_idx]', 'y.iat[val_idx]', t1, t2,
    'pd.Series.iloc', 'pd.Series.iat'])
",ValueError
D://crw_data//df.join\source59\code\pd.Series.iloc_replace1.py,ValueError: Invalid call for scalar access (getting)!,"writer.writerow([url, 274, ""train_df['TARGET'].iloc[train_idx]"",
    ""train_df['TARGET'].iat[train_idx]"", t1, t2, 'pd.Series.iloc',
    'pd.Series.iat'])
",ValueError
D://crw_data//df.join\source59\code\pd.Series.iloc_replace3.py,ValueError: Invalid call for scalar access (getting)!,"writer.writerow([url, 275, ""train_df['TARGET'].iloc[valid_idx]"",
    ""train_df['TARGET'].iat[valid_idx]"", t1, t2, 'pd.Series.iloc',
    'pd.Series.iat'])
",ValueError
D://crw_data//np.append\source31\code\pd.Series.iloc_replace1.py,ValueError: iAt based indexing can only have integer indexers,"writer.writerow([url, 159, ""data['x'].iloc[i:j]"", ""data['x'].iat[i:j]"", t1,
    t2, 'pd.Series.iloc', 'pd.Series.iat'])
",ValueError
