,,,,,ɸѡ,
home-credit-default-risk,D://crw_data//df.loc\source217,61,"alldata.loc[:, ('is_test')]","alldata.ix[:, ('is_test')]",pd.DataFrame.loc,pd.DataFrame.ix
home-credit-default-risk,D://crw_data//df.loc\source217,58,"test.loc[:, ('is_test')]","test.ix[:, ('is_test')]",pd.DataFrame.loc,pd.DataFrame.ix
home-credit-default-risk,D://crw_data//np.zeros\source183,59,"alldata.loc[(~alldata.is_test), :]","alldata.ix[(~alldata.is_test), :]",pd.DataFrame.loc,pd.DataFrame.ix
home-credit-default-risk,D://crw_data//df.loc\source217,142,"alldata.loc[(~alldata.is_test), :]","alldata.ix[(~alldata.is_test), :]",pd.DataFrame.loc,pd.DataFrame.ix
home-credit-default-risk,D://crw_data//np.zeros\source183,71,"alldata.loc[~alldata.is_test, 'TARGET']","alldata.ix[~alldata.is_test, 'TARGET']",pd.DataFrame.loc,pd.DataFrame.ix
home-credit-default-risk,D://crw_data//np.zeros\source183,47,"alldata.loc[:, ('is_test')]","alldata.ix[:, ('is_test')]",pd.DataFrame.loc,pd.DataFrame.ix
home-credit-default-risk,D://crw_data//df.loc\source217,156,"alldata.loc[(alldata.is_test), :]","alldata.ix[(alldata.is_test), :]",pd.DataFrame.loc,pd.DataFrame.ix
home-credit-default-risk,D://crw_data//pd.concat\source1011,148,"app_train.loc[app_train['TARGET'] == 0, 'DAYS_BIRTH']","app_train.ix[app_train['TARGET'] == 0, 'DAYS_BIRTH']",pd.DataFrame.loc,pd.DataFrame.ix
home-credit-default-risk,D://crw_data//pd.concat\source1011,200,"app_train.loc[app_train['TARGET'] == 1, source]","app_train.ix[app_train['TARGET'] == 1, source]",pd.DataFrame.loc,pd.DataFrame.ix
home-credit-default-risk,D://crw_data//pd.concat\source1011,215,"plot_data.dropna().loc[:100000, :]","plot_data.dropna().ix[:100000, :]",pd.DataFrame.loc,pd.DataFrame.ix
home-credit-default-risk,D://crw_data//df.loc\source217,143,"alldata.loc[:, ('%s_MEAN' % col)]","alldata.ix[:, ('%s_MEAN' % col)]",pd.DataFrame.loc,pd.DataFrame.ix
home-credit-default-risk,D://crw_data//df.loc\source217,150,"alldata.loc[:, (categorical_cols)]","alldata.ix[:, (categorical_cols)]",pd.DataFrame.loc,pd.DataFrame.ix
home-credit-default-risk,D://crw_data//pd.concat\source1011,198,"app_train.loc[app_train['TARGET'] == 0, source]","app_train.ix[app_train['TARGET'] == 0, source]",pd.DataFrame.loc,pd.DataFrame.ix
home-credit-default-risk,D://crw_data//pd.read_csv\source1289,18,"data.loc[:, (['SK_ID_PREV', 'SK_ID_CURR'])]","data.ix[:, (['SK_ID_PREV', 'SK_ID_CURR'])]",pd.DataFrame.loc,pd.DataFrame.ix
home-credit-default-risk,D://crw_data//np.zeros\source183,35,"tmp_df_mean.loc[:, ('%s_count' % name)]","tmp_df_mean.ix[:, ('%s_count' % name)]",pd.DataFrame.loc,pd.DataFrame.ix
home-credit-default-risk,D://crw_data//np.zeros\source183,72,"alldata.loc[(alldata.is_test), :]","alldata.ix[(alldata.is_test), :]",pd.DataFrame.loc,pd.DataFrame.ix
home-credit-default-risk,D://crw_data//np.zeros\source183,13,"test.loc[:, ('is_test')]","test.ix[:, ('is_test')]",pd.DataFrame.loc,pd.DataFrame.ix
home-credit-default-risk,D://crw_data//pd.read_csv\source1289,19,"data1.loc[:, (['SK_ID_CURR'])]","data1.ix[:, (['SK_ID_CURR'])]",pd.DataFrame.loc,pd.DataFrame.ix
home-credit-default-risk,D://crw_data//np.zeros\source183,63,"alldata.loc[:, ('%s_MEAN' % col)]","alldata.ix[:, ('%s_MEAN' % col)]",pd.DataFrame.loc,pd.DataFrame.ix
home-credit-default-risk,D://crw_data//df.loc\source217,153,"alldata.loc[(~alldata.is_test), :]","alldata.ix[(~alldata.is_test), :]",pd.DataFrame.loc,pd.DataFrame.ix
home-credit-default-risk,D://crw_data//np.zeros\source183,70,"alldata.loc[(~alldata.is_test), :]","alldata.ix[(~alldata.is_test), :]",pd.DataFrame.loc,pd.DataFrame.ix
home-credit-default-risk,D://crw_data//pd.concat\source1011,151,"app_train.loc[app_train['TARGET'] == 1, 'DAYS_BIRTH']","app_train.ix[app_train['TARGET'] == 1, 'DAYS_BIRTH']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//pd.concat\source433,128,"clean_test.loc[:, (numerical_cols)]","clean_test.ix[:, (numerical_cols)]",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//df.loc\source149,31,"df.loc[df['Alley'].isnull(), 'Alley']","df.ix[df['Alley'].isnull(), 'Alley']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//df.loc\source123,80,"df.loc[df.Id == 1170, 'PoolQC']","df.ix[df.Id == 1170, 'PoolQC']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//df.loc\source123,118,"df.loc[df.MiscFeature.isnull(), 'MiscFeature']","df.ix[df.MiscFeature.isnull(), 'MiscFeature']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//df.loc\source149,59,"df.loc[df[cols].isnull(), cols]","df.ix[df[cols].isnull(), cols]",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//df.loc\source123,98,"df.loc[df.Functional.isnull(), 'Functional']","df.ix[df.Functional.isnull(), 'Functional']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//np.array\source112,73,"all_data.loc[all_data['LotFrontage'].isnull(), 'LotArea']","all_data.ix[all_data['LotFrontage'].isnull(), 'LotArea']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//df.loc\source123,83,"df.loc[df.Id == 2127, 'GarageFinish']","df.ix[df.Id == 2127, 'GarageFinish']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//df.loc\source149,37,"df.loc[df['Electrical'].isnull(), 'Electrical']","df.ix[df['Electrical'].isnull(), 'Electrical']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//df.loc\source149,43,"df.loc[df['Fence'].isnull(), 'Fence']","df.ix[df['Fence'].isnull(), 'Fence']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//np.array\source437,57,"df_num.loc[:, (important_index)]","df_num.ix[:, (important_index)]",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//df.fillna\source41,503,"test.loc[:, (name)]","test.ix[:, (name)]",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//pd.concat\source433,127,"clean.loc[:, (numerical_cols)]","clean.ix[:, (numerical_cols)]",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//df.loc\source123,100,"df.loc[(df.MSSubClass == 20) & df.MSZoning.isnull(), 'MSZoning']","df.ix[(df.MSSubClass == 20) & df.MSZoning.isnull(), 'MSZoning']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//np.array\source112,145,"all_data.loc[all_data.BsmtFinType1 == 'NoBsmt', 'BsmtFinSF1']","all_data.ix[all_data.BsmtFinType1 == 'NoBsmt', 'BsmtFinSF1']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//np.array\source1151,39,"train.loc[:, 'MSSubClass':'SaleCondition']","train.ix[:, 'MSSubClass':'SaleCondition']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//df.loc\source149,45,"df.loc[df['MiscFeature'].isnull(), 'MiscFeature']","df.ix[df['MiscFeature'].isnull(), 'MiscFeature']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//np.array\source112,1303,"X.loc[:, ([a, t])]","X.ix[:, ([a, t])]",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//df.loc\source123,124,"df.loc[df.Alley.isnull(), 'Alley']","df.ix[df.Alley.isnull(), 'Alley']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//np.flatnonzero\source1,40,"test.loc[:, (test.columns != c)]","test.ix[:, (test.columns != c)]",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//df.loc\source123,107,"df.loc[df.MasVnrArea.isnull(), 'MasVnrArea']","df.ix[df.MasVnrArea.isnull(), 'MasVnrArea']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//np.sum\source112,91,"frame2.loc[frame2[feature] == cat, feature + '_E']","frame2.ix[frame2[feature] == cat, feature + '_E']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//df.loc\source123,79,"df.loc[df.Id == 2504, 'PoolQC']","df.ix[df.Id == 2504, 'PoolQC']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//df.loc\source123,105,"df.loc[df.Id == 2611, 'MasVnrType']","df.ix[df.Id == 2611, 'MasVnrType']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//df.loc\source123,113,"df.loc[df.LotFrontage.isnull(), 'LotMedian']","df.ix[df.LotFrontage.isnull(), 'LotMedian']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//df.loc\source123,84,"df.loc[df.Id == 2127, 'GarageQual']","df.ix[df.Id == 2127, 'GarageQual']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//np.flatnonzero\source1,38,"train.loc[:, (train.columns != c)]","train.ix[:, (train.columns != c)]",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//np.array\source112,1191,"all_data.loc[all_data['GarageYrBlt'].isnull(), 'GarageYrBlt']","all_data.ix[all_data['GarageYrBlt'].isnull(), 'GarageYrBlt']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//np.array\source728,40,"train.loc[:, 'MSSubClass':'SaleCondition']","train.ix[:, 'MSSubClass':'SaleCondition']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//df.loc\source149,39,"df.loc[df['FireplaceQu'].isnull(), 'FireplaceQu']","df.ix[df['FireplaceQu'].isnull(), 'FireplaceQu']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//df.loc\source123,96,"df.loc[df.Exterior1st.isnull(), ['Exterior1st', 'Exterior2nd']]","df.ix[df.Exterior1st.isnull(), ['Exterior1st', 'Exterior2nd']]",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//df.loc\source123,89,"df.loc[check_build == False, 'YearRemodAdd']","df.ix[check_build == False, 'YearRemodAdd']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//df.loc\source123,92,"df.loc[df.KitchenQual.isnull(), 'KitchenQual']","df.ix[df.KitchenQual.isnull(), 'KitchenQual']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//pd.concat\source405,34,"training_data.loc[:, 'MSSubClass':'SaleCondition']","training_data.ix[:, 'MSSubClass':'SaleCondition']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//df.loc\source123,75,"df.loc[df.GarageYrBlt == 2207, 'GarageYrBlt']","df.ix[df.GarageYrBlt == 2207, 'GarageYrBlt']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//df.fillna\source41,503,"clustered_test.loc[:, (name)]","clustered_test.ix[:, (name)]",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//np.array\source112,165,"all_data.loc[all_data.BsmtQual == 'NoBsmt', 'TotalBsmtSF']","all_data.ix[all_data.BsmtQual == 'NoBsmt', 'TotalBsmtSF']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//np.array\source112,149,"all_data.loc[all_data.BsmtFinType2 == 'NoBsmt', 'BsmtFinSF2']","all_data.ix[all_data.BsmtFinType2 == 'NoBsmt', 'BsmtFinSF2']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//df.loc\source149,51,"df.loc[df[cols].isnull(), cols]","df.ix[df[cols].isnull(), cols]",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//df.loc\source123,113,"df.loc[df.LotFrontage.isnull(), 'LotFrontage']","df.ix[df.LotFrontage.isnull(), 'LotFrontage']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//df.loc\source123,78,"df.loc[df.Id == 2421, 'PoolQC']","df.ix[df.Id == 2421, 'PoolQC']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//df.loc\source149,35,"df.loc[df['MasVnrArea'].isnull(), 'MasVnrArea']","df.ix[df['MasVnrArea'].isnull(), 'MasVnrArea']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//np.array\source112,73,"all_data.loc[all_data['LotFrontage'].isnull(), 'LotFrontage']","all_data.ix[all_data['LotFrontage'].isnull(), 'LotFrontage']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//pd.concat\source334,129,"data.loc[data.index.isin(missing[c].index.tolist()), c]","data.ix[data.index.isin(missing[c].index.tolist()), c]",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//df.loc\source149,33,"df.loc[df['MasVnrType'].isnull(), 'MasVnrType']","df.ix[df['MasVnrType'].isnull(), 'MasVnrType']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//df.loc\source123,117,"df.loc[df.Fence.isnull(), 'Fence']","df.ix[df.Fence.isnull(), 'Fence']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//df.join\source61,64,"all_df.loc[idx, 'LotFrontage']","all_df.ix[idx, 'LotFrontage']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//np.array\source112,59,"all_data.loc[np.logical_not(all_data['LotFrontage'].isnull()), 'LotArea']","all_data.ix[np.logical_not(all_data['LotFrontage'].isnull()), 'LotArea']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//df.loc\source123,89,"df.loc[check_build == False, 'YearBuilt']","df.ix[check_build == False, 'YearBuilt']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//np.array\source112,1023,"all_data.loc[:, (columns_for_pc)]","all_data.ix[:, (columns_for_pc)]",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//df.loc\source123,97,"df.loc[df.SaleType.isnull(), 'SaleType']","df.ix[df.SaleType.isnull(), 'SaleType']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//np.array\source437,195,"df_test.loc[:, (important_index_wo_price)]","df_test.ix[:, (important_index_wo_price)]",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//df.loc\source123,85,"df.loc[df.Id == 2127, 'GarageCond']","df.ix[df.Id == 2127, 'GarageCond']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//np.sum\source112,90,"frame.loc[frame[feature] == cat, feature + '_E']","frame.ix[frame[feature] == cat, feature + '_E']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//np.array\source112,1003,"train.loc[:, (columns_for_pc)]","train.ix[:, (columns_for_pc)]",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//df.loc\source123,111,"df.loc[df.LotFrontage.isnull(), 'Id']","df.ix[df.LotFrontage.isnull(), 'Id']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//np.array\source112,51,"train.loc[:, 'MSSubClass':'SaleCondition']","train.ix[:, 'MSSubClass':'SaleCondition']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//np.array\source112,61,"all_data.loc[np.logical_not(all_data['LotFrontage'].isnull()), 'LotFrontage']","all_data.ix[np.logical_not(all_data['LotFrontage'].isnull()), 'LotFrontage']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//np.array\source112,157,"all_data.loc[all_data.BsmtQual == 'NoBsmt', 'BsmtUnfSF']","all_data.ix[all_data.BsmtQual == 'NoBsmt', 'BsmtUnfSF']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//np.array\source112,141,"all_data.loc[all_data.MasVnrType == 'None', 'MasVnrArea']","all_data.ix[all_data.MasVnrType == 'None', 'MasVnrArea']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//df.loc\source149,63,"df.loc[df[cols].isnull(), cols]","df.ix[df[cols].isnull(), cols]",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//df.join\source62,63,"all_df.loc[idx, 'LotFrontage']","all_df.ix[idx, 'LotFrontage']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//np.array\source112,51,"test.loc[:, 'MSSubClass':'SaleCondition']","test.ix[:, 'MSSubClass':'SaleCondition']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//df.loc\source123,106,"df.loc[df.MasVnrType.isnull(), 'MasVnrType']","df.ix[df.MasVnrType.isnull(), 'MasVnrType']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//df.loc\source123,93,"df.loc[df.Electrical.isnull(), 'Electrical']","df.ix[df.Electrical.isnull(), 'Electrical']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//df.loc\source123,102,"df.loc[(df.MSSubClass == 70) & df.MSZoning.isnull(), 'MSZoning']","df.ix[(df.MSSubClass == 70) & df.MSZoning.isnull(), 'MSZoning']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//np.abs\source33,67,"complete_data.loc[1379, 'Electrical']","complete_data.ix[1379, 'Electrical']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//np.array\source112,1231,"all_data.loc[:, (t)]","all_data.ix[:, (t)]",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//df.fillna\source41,495,"train.loc[:, (name)]","train.ix[:, (name)]",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//df.loc\source123,121,"df.loc[df.FireplaceQu.isnull(), 'FireplaceQu']","df.ix[df.FireplaceQu.isnull(), 'FireplaceQu']",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//df.fillna\source41,495,"clustered_train.loc[:, (name)]","clustered_train.ix[:, (name)]",pd.DataFrame.loc,pd.DataFrame.ix
house-prices-advanced-regression-techniques,D://crw_data//df.loc\source123,101,"df.loc[(df.MSSubClass == 30) & df.MSZoning.isnull(), 'MSZoning']","df.ix[(df.MSSubClass == 30) & df.MSZoning.isnull(), 'MSZoning']",pd.DataFrame.loc,pd.DataFrame.ix
instacart-market-basket-analysis,D://crw_data//pd.read_csv\source3779,51,"orders_all.loc[orders_all['order_number'] > 2, 'n_2']","orders_all.ix[orders_all['order_number'] > 2, 'n_2']",pd.DataFrame.loc,pd.DataFrame.ix
instacart-market-basket-analysis,D://crw_data//pd.read_csv\source3779,53,"orders_all.loc[orders_all['order_number'] > 3, 'n_3']","orders_all.ix[orders_all['order_number'] > 3, 'n_3']",pd.DataFrame.loc,pd.DataFrame.ix
instacart-market-basket-analysis,D://crw_data//pd.read_csv\source3108,119,"submission.loc[submission['products'].isnull(), 'products']","submission.ix[submission['products'].isnull(), 'products']",pd.DataFrame.loc,pd.DataFrame.ix
instacart-market-basket-analysis,D://crw_data//pd.read_csv\source3779,49,"orders_all.loc[orders_all['order_number'] > 1, 'n_1']","orders_all.ix[orders_all['order_number'] > 1, 'n_1']",pd.DataFrame.loc,pd.DataFrame.ix
instacart-market-basket-analysis,D://crw_data//pd.read_csv\source3108,25,"orders.loc[orders.eval_set == 'test', 'user_id']","orders.ix[orders.eval_set == 'test', 'user_id']",pd.DataFrame.loc,pd.DataFrame.ix
instacart-market-basket-analysis,D://crw_data//pd.read_csv\source3779,55,"orders_all.loc[orders_all['order_number'] > 4, 'n_4']","orders_all.ix[orders_all['order_number'] > 4, 'n_4']",pd.DataFrame.loc,pd.DataFrame.ix
jigsaw-toxic-comment-classification-challenge,D://crw_data//pd.concat\source160,22,"train.loc[:, (class_names)]","train.ix[:, (class_names)]",pd.DataFrame.loc,pd.DataFrame.ix
kobe-bryant-shot-selection,D://crw_data//pd.to_datetime\source191,67,"data_cl.loc[data_cl['action_type'].isin(rare_action_types), 'action_type']","data_cl.ix[data_cl['action_type'].isin(rare_action_types), 'action_type']",pd.DataFrame.loc,pd.DataFrame.ix
leaf-classification,D://crw_data//np.unique\source89,14,"train.loc[:, 'margin1':]","train.ix[:, 'margin1':]",pd.DataFrame.loc,pd.DataFrame.ix
leaf-classification,D://crw_data//np.unique\source89,44,"test.loc[:, ('id')]","test.ix[:, ('id')]",pd.DataFrame.loc,pd.DataFrame.ix
leaf-classification,D://crw_data//np.unique\source89,17,"test.loc[:, 'margin1':]","test.ix[:, 'margin1':]",pd.DataFrame.loc,pd.DataFrame.ix
leaf-classification,D://crw_data//np.unique\source89,39,"X_test.loc[:, (ind)]","X_test.ix[:, (ind)]",pd.DataFrame.loc,pd.DataFrame.ix
mercedes-benz-greener-manufacturing,D://crw_data//np.hstack\source16,114,"all_data.loc[:, ('lead1')]","all_data.ix[:, ('lead1')]",pd.DataFrame.loc,pd.DataFrame.ix
mercedes-benz-greener-manufacturing,D://crw_data//np.hstack\source16,113,"all_data.loc[:, ('lag1')]","all_data.ix[:, ('lag1')]",pd.DataFrame.loc,pd.DataFrame.ix
porto-seguro-safe-driver-prediction,D://crw_data//df.loc\source135,271,"df.loc[df.ps_calc_10 >= 13, 'ps_calc_10']","df.ix[df.ps_calc_10 >= 13, 'ps_calc_10']",pd.DataFrame.loc,pd.DataFrame.ix
porto-seguro-safe-driver-prediction,D://crw_data//df.loc\source135,289,"df.loc[df.ps_calc_13 > 12, 'ps_calc_13']","df.ix[df.ps_calc_13 > 12, 'ps_calc_13']",pd.DataFrame.loc,pd.DataFrame.ix
porto-seguro-safe-driver-prediction,D://crw_data//df.loc\source135,221,"df.loc[df.ps_car_12 == -1, 'ps_car_12']","df.ix[df.ps_car_12 == -1, 'ps_car_12']",pd.DataFrame.loc,pd.DataFrame.ix
porto-seguro-safe-driver-prediction,D://crw_data//df.loc\source135,299,"df.loc[df.ps_calc_14 >= 13, 'ps_calc_14']","df.ix[df.ps_calc_14 >= 13, 'ps_calc_14']",pd.DataFrame.loc,pd.DataFrame.ix
porto-seguro-safe-driver-prediction,D://crw_data//df.loc\source135,195,"df.loc[1 == df.ps_calc_08, 'ps_calc_08']","df.ix[1 == df.ps_calc_08, 'ps_calc_08']",pd.DataFrame.loc,pd.DataFrame.ix
porto-seguro-safe-driver-prediction,D://crw_data//df.loc\source135,217,"df.loc[df.ps_car_02_cat == -1, 'ps_car_02_cat']","df.ix[df.ps_car_02_cat == -1, 'ps_car_02_cat']",pd.DataFrame.loc,pd.DataFrame.ix
porto-seguro-safe-driver-prediction,D://crw_data//df.loc\source135,225,"df.loc[df.ps_ind_02_cat == -1, 'ps_ind_02_cat']","df.ix[df.ps_ind_02_cat == -1, 'ps_ind_02_cat']",pd.DataFrame.loc,pd.DataFrame.ix
porto-seguro-safe-driver-prediction,D://crw_data//df.loc\source135,275,"df.loc[df.ps_calc_11 > 18, 'ps_calc_11']","df.ix[df.ps_calc_11 > 18, 'ps_calc_11']",pd.DataFrame.loc,pd.DataFrame.ix
porto-seguro-safe-driver-prediction,D://crw_data//df.loc\source135,193,"df.loc[0 == df.ps_calc_06, 'ps_calc_06']","df.ix[0 == df.ps_calc_06, 'ps_calc_06']",pd.DataFrame.loc,pd.DataFrame.ix
porto-seguro-safe-driver-prediction,D://crw_data//df.loc\source135,231,"df.loc[df.ps_car_09_cat == -1, 'ps_car_09_cat']","df.ix[df.ps_car_09_cat == -1, 'ps_car_09_cat']",pd.DataFrame.loc,pd.DataFrame.ix
porto-seguro-safe-driver-prediction,D://crw_data//df.loc\source135,287,"df.loc[df.ps_calc_13 < 6, 'ps_calc_13']","df.ix[df.ps_calc_13 < 6, 'ps_calc_13']",pd.DataFrame.loc,pd.DataFrame.ix
porto-seguro-safe-driver-prediction,D://crw_data//df.loc\source135,269,"df.loc[df.ps_calc_10 > 22, 'ps_calc_10']","df.ix[df.ps_calc_10 > 22, 'ps_calc_10']",pd.DataFrame.loc,pd.DataFrame.ix
porto-seguro-safe-driver-prediction,D://crw_data//df.loc\source135,279,"df.loc[df.ps_calc_12 < 5, 'ps_calc_12']","df.ix[df.ps_calc_12 < 5, 'ps_calc_12']",pd.DataFrame.loc,pd.DataFrame.ix
porto-seguro-safe-driver-prediction,D://crw_data//df.loc\source135,267,"df.loc[df.ps_calc_10.isin(range(2, 13)), 'ps_calc_10']","df.ix[df.ps_calc_10.isin(range(2, 13)), 'ps_calc_10']",pd.DataFrame.loc,pd.DataFrame.ix
porto-seguro-safe-driver-prediction,D://crw_data//df.loc\source135,297,"df.loc[df.ps_calc_14 > 21, 'ps_calc_14']","df.ix[df.ps_calc_14 > 21, 'ps_calc_14']",pd.DataFrame.loc,pd.DataFrame.ix
porto-seguro-safe-driver-prediction,D://crw_data//df.loc\source135,227,"df.loc[df.ps_ind_04_cat == -1, 'ps_ind_04_cat']","df.ix[df.ps_ind_04_cat == -1, 'ps_ind_04_cat']",pd.DataFrame.loc,pd.DataFrame.ix
porto-seguro-safe-driver-prediction,D://crw_data//df.loc\source135,255,"df.loc[df.ps_calc_08 > 7, 'ps_calc_08']","df.ix[df.ps_calc_08 > 7, 'ps_calc_08']",pd.DataFrame.loc,pd.DataFrame.ix
porto-seguro-safe-driver-prediction,D://crw_data//df.loc\source135,219,"df.loc[df.ps_car_11 == -1, 'ps_car_11']","df.ix[df.ps_car_11 == -1, 'ps_car_11']",pd.DataFrame.loc,pd.DataFrame.ix
porto-seguro-safe-driver-prediction,D://crw_data//df.loc\source135,197,"df.loc[df.ps_calc_11 > 19, 'ps_calc_11']","df.ix[df.ps_calc_11 > 19, 'ps_calc_11']",pd.DataFrame.loc,pd.DataFrame.ix
porto-seguro-safe-driver-prediction,D://crw_data//df.loc\source135,203,"df.loc[df.ps_calc_14 > 23, 'ps_calc_14']","df.ix[df.ps_calc_14 > 23, 'ps_calc_14']",pd.DataFrame.loc,pd.DataFrame.ix
