2,titanic,D://crw_data//pd.concat\source1118\code\pd.Series.replace_map_replace0.py,"ticket.replace('.', '')","ticket.map('.', '')",pd.Series.replace,pd.Series.map,
2,home-depot-product-search-relevance,D://crw_data//df.at\source16\code\pd.Series.replace_map_replace0.py,"df_all['search_term'].replace(keys, values)","df_all['search_term'].map(keys, values)",pd.Series.replace,pd.Series.map,
2,house-prices-advanced-regression-techniques,D://crw_data//df.fillna\source41\code\pd.Series.replace_map_replace0.py,"df[c].replace(to_replace=minor, value='minor', inplace=True)","df[c].map(to_map=minor, value='minor', inplace=True)",pd.Series.replace,pd.Series.map,
2,rossmann-store-sales,D://crw_data//df.fillna\source44\code\pd.Series.replace_map_replace1.py,"train_df.Assortment.replace(mappings, inplace=True)","train_df.Assortment.map(mappings, inplace=True)",pd.Series.replace,pd.Series.map,
2,pubg-finish-placement-prediction,D://crw_data//df.iloc\source19\code\pd.Series.replace_map_replace0.py,"merged_df['boostsRatio'].replace(np.inf, 0, inplace=True)","merged_df['boostsRatio'].map(np.inf, 0, inplace=True)",pd.Series.replace,pd.Series.map,
2,sberbank-russian-housing-market,D://crw_data//df.iterrows\source18\code\pd.Series.replace_map_replace0.py,"p_df[x].replace('yes', 1, inplace=True)","p_df[x].map('yes', 1, inplace=True)",pd.Series.replace,pd.Series.map,
2,porto-seguro-safe-driver-prediction,D://crw_data//df.loc\source135\code\pd.Series.replace_map_replace0.py,"df['ps_reg_03_A'].replace(19, -1, inplace=True)","df['ps_reg_03_A'].map(19, -1, inplace=True)",pd.Series.replace,pd.Series.map,
2,ga-customer-revenue-prediction,D://crw_data//df.replace\source1\code\pd.Series.replace_map_replace0.py,"df.replace(cols_to_replace, 'NA')","df.map(cols_to_map, 'NA')",pd.Series.replace,pd.Series.map,
2,shelter-animal-outcomes,D://crw_data//np.append\source30\code\pd.Series.replace_map_replace0.py,"i.replace(' Shorthair', '')","i.map(' Shorthair', '')",pd.Series.replace,pd.Series.map,
2,titanic,D://crw_data//pd.concat\source114\code\pd.Series.replace_map_replace0.py,"FullName.replace(' ', '')","FullName.map(' ', '')",pd.Series.replace,pd.Series.map,
2,home-depot-product-search-relevance,D://crw_data//df.at\source21\code\pd.Series.replace_map_replace0.py,"s.replace(' x ', ' xby ')","s.map(' x ', ' xby ')",pd.Series.replace,pd.Series.map,
2,home-credit-default-risk,D://crw_data//df.join\source1\code\pd.Series.replace_map_replace0.py,"df['DAYS_EMPLOYED'].replace(365243, np.nan, inplace=True)","df['DAYS_EMPLOYED'].map(365243, np.nan, inplace=True)",pd.Series.replace,pd.Series.map,
2,house-prices-advanced-regression-techniques,D://crw_data//np.abs\source33\code\pd.Series.replace_map_replace0.py,"complete_data.replace(-inf, 0)","complete_data.map(-inf, 0)",pd.Series.replace,pd.Series.map,
2,porto-seguro-safe-driver-prediction,D://crw_data//np.abs\source4\code\pd.Series.replace_map_replace0.py,"train.replace(-1, np.nan)","train.map(-1, np.nan)",pd.Series.replace,pd.Series.map,
2,forest-cover-type-kernels-only,D://crw_data//np.arange\source120\code\pd.Series.replace_map_replace0.py,"tmp_cat.str.replace(s_, '')","tmp_cat.str.map(s_, '')",pd.Series.replace,pd.Series.map,
2,caterpillar-tube-pricing,D://crw_data//np.arange\source33\code\pd.Series.replace_map_replace0.py,"train['material_id'].replace(np.nan, ' ', regex=True, inplace=True)","train['material_id'].map(np.nan, ' ', regex=True, inplace=True)",pd.Series.replace,pd.Series.map,
2,airbnb-recruiting-new-user-bookings,D://crw_data//np.argsort\source56\code\pd.Series.replace_map_replace0.py,"df_all.gender.replace('-unknown-', np.nan, inplace=True)","df_all.gender.map('-unknown-', np.nan, inplace=True)",pd.Series.replace,pd.Series.map,
2,shelter-animal-outcomes,D://crw_data//np.array\source1065\code\pd.Series.replace_map_replace0.py,"a[1].replace('years', '365')","a[1].map('years', '365')",pd.Series.replace,pd.Series.map,
2,whats-cooking,D://crw_data//np.sum\source172\code\pd.Series.replace_map_replace0.py,"i.replace('&', '')","i.map('&', '')",pd.Series.replace,pd.Series.map,
2,santas-stolen-sleigh,D://crw_data//pd.read_csv\source2771\code\pd.Series.replace_map_replace0.py,"gifts.Weight.replace(1, np.nan)","gifts.Weight.map(1, np.nan)",pd.Series.replace,pd.Series.map,
2,predict-west-nile-virus,D://crw_data//pd.read_csv\source3198\code\pd.Series.replace_map_replace0.py,"weather.replace('M', -1)","weather.map('M', -1)",pd.Series.replace,pd.Series.map,
2,springleaf-marketing-response,D://crw_data//pd.read_csv\source3653\code\pd.Series.replace_map_replace0.py,"train.replace(to_replace=to_replace, value=np.nan)","train.map(to_map=to_map, value=np.nan)",pd.Series.replace,pd.Series.map,
2,costa-rican-household-poverty-prediction,D://crw_data//pd.read_csv\source695\code\pd.Series.replace_map_replace0.py,"train['edjefa'].replace('yes', '1')","train['edjefa'].map('yes', '1')",pd.Series.replace,pd.Series.map,
2,home-depot-product-search-relevance,D://crw_data//df.at\source23\code\pd.Series.replace_map_replace0.py,"str1.replace(' in.', 'in.')","str1.map(' in.', 'in.')",pd.Series.replace,pd.Series.map,
2,titanic,D://crw_data//df.apply\source34\code\pd.Series.replace_map_replace0.py,"split_name[1].split('.')[0].replace(' ', '')","split_name[1].split('.')[0].map(' ', '')",pd.Series.replace,pd.Series.map,
2,home-depot-product-search-relevance,D://crw_data//df.at\source26\code\pd.Series.replace_map_replace0.py,"s.replace('inches', 'in.')","s.map('inches', 'in.')",pd.Series.replace,pd.Series.map,
2,home-depot-product-search-relevance,D://crw_data//df.at\source9\code\pd.Series.replace_map_replace1.py,"s.replace('inch', 'in.')","s.map('inch', 'in.')",pd.Series.replace,pd.Series.map,
2,titanic,D://crw_data//df.iloc\source55\code\pd.Series.replace_map_replace0.py,"main_all_df['Name'].replace('(\,..*)', '', regex=True)","main_all_df['Name'].map('(\,..*)', '', regex=True)",pd.Series.replace,pd.Series.map,
2,home-credit-default-risk,D://crw_data//df.join\source10\code\pd.Series.replace_map_replace0.py,"df['DAYS_EMPLOYED'].replace(365243, np.nan, inplace=True)","df['DAYS_EMPLOYED'].map(365243, np.nan, inplace=True)",pd.Series.replace,pd.Series.map,
2,house-prices-advanced-regression-techniques,D://crw_data//np.append\source20\code\pd.Series.replace_map_replace0.py,"dataset.iloc[:, (i)].replace(np.nan, 'None', regex=True)","dataset.iloc[:, (i)].map(np.nan, 'None', regex=True)",pd.Series.replace,pd.Series.map,
2,caterpillar-tube-pricing,D://crw_data//np.array\source262\code\pd.Series.replace_map_replace0.py,"train['material_id'].replace(np.nan, ' ', regex=True, inplace=True)","train['material_id'].map(np.nan, ' ', regex=True, inplace=True)",pd.Series.replace,pd.Series.map,
2,shelter-animal-outcomes,D://crw_data//np.array\source608\code\pd.Series.replace_map_replace0.py,"i.replace(' Shorthair', '')","i.map(' Shorthair', '')",pd.Series.replace,pd.Series.map,
2,whats-cooking,D://crw_data//np.sum\source238\code\pd.Series.replace_map_replace0.py,"i.replace('&', '')","i.map('&', '')",pd.Series.replace,pd.Series.map,
2,allstate-claims-severity,D://crw_data//np.vectorize\source5\code\pd.Series.replace_map_replace0.py,"c.replace('cat', 'bool')","c.map('cat', 'bool')",pd.Series.replace,pd.Series.map,
2,liberty-mutual-group-property-inspection-prediction,D://crw_data//pd.read_csv\source2629\code\pd.Series.replace_map_replace0.py,"train[tf].replace('N', 0)","train[tf].map('N', 0)",pd.Series.replace,pd.Series.map,
2,predict-west-nile-virus,D://crw_data//pd.read_csv\source40\code\pd.Series.replace_map_replace0.py,"weather.replace('M', -1)","weather.map('M', -1)",pd.Series.replace,pd.Series.map,
2,titanic,D://crw_data//df.iterrows\source7\code\pd.Series.replace_map_replace0.py,"df_data['Title'].replace('Mlle', 'Miss')","df_data['Title'].map('Mlle', 'Miss')",pd.Series.replace,pd.Series.map,
2,titanic,D://crw_data//df.loc\source125\code\pd.Series.replace_map_replace0.py,"names.replace(item, 2, inplace=True)","names.map(item, 2, inplace=True)",pd.Series.replace,pd.Series.map,
2,titanic,D://crw_data//df.loc\source162\code\pd.Series.replace_map_replace0.py,"df['Title'].replace(['Mme', 'Ms'], 'Mrs')","df['Title'].map(['Mme', 'Ms'], 'Mrs')",pd.Series.replace,pd.Series.map,
2,titanic,D://crw_data//np.append\source49\code\pd.Series.replace_map_replace0.py,"train['Embarked'].replace(np.nan, 'S', regex=True)","train['Embarked'].map(np.nan, 'S', regex=True)",pd.Series.replace,pd.Series.map,
2,titanic,D://crw_data//pd.concat\source401\code\pd.Series.str_replace0.py,train_test.Cabin.str[0],train_test.Cabin.map(lambda x: x[0]),pd.Series.str,pd.Series.map,
2,titanic,D://crw_data//pd.read_csv\source1268\code\pd.Series.str_replace0.py,dataset['Cabin'].str[:1],dataset['Cabin'].map(lambda x: x[:1]),pd.Series.str,pd.Series.map,
2,titanic,D://crw_data//pd.read_csv\source1587\code\pd.Series.str_replace0.py,data.Cabin.str[0],data.Cabin.map(lambda x: x[0]),pd.Series.str,pd.Series.map,
2,titanic,D://crw_data//pd.read_csv\source1587\code\pd.Series.str_replace1.py,data.Cabin.str[0],data.Cabin.map(lambda x: x[0]),pd.Series.str,pd.Series.map,
2,titanic,D://crw_data//pd.read_csv\source1587\code\pd.Series.str_replace2.py,data.Cabin.str[0],data.Cabin.map(lambda x: x[0]),pd.Series.str,pd.Series.map,
3,allstate-claims-severity,D://crw_data//np.array\source783,np.array(answer),np.concatenate([answer]),np.array,np.concatenate,
3,allstate-claims-severity,D://crw_data//np.array\source765,np.array(list(zip(*sorted(val.items())))),np.concatenate([list(zip(*sorted(val.items())))]),np.array,np.concatenate,
3,carvana-image-masking-challenge,D://crw_data//np.array\source1027,"np.array(train_masks, dtype=np.uint8)","np.fromiter(train_masks, dtype=np.uint8)",np.array,np.fromiter,
3,caterpillar-tube-pricing,D://crw_data//df.apply\source60,np.array(train_values),np.hstack((train_values)),np.array,np.hstack,
3,caterpillar-tube-pricing,D://crw_data//df.apply\source25,np.array(train_values),np.concatenate([train_values]),np.array,np.concatenate,
3,caterpillar-tube-pricing,D://crw_data//df.apply\source25,np.array(train_values),np.hstack((train_values)),np.array,np.hstack,
3,caterpillar-tube-pricing,D://crw_data//df.apply\source80,np.array(train_values),np.hstack((train_values)),np.array,np.hstack,
3,caterpillar-tube-pricing,D://crw_data//df.apply\source80,np.array(train_values),np.hstack((train_values)),np.array,np.hstack,
3,digit-recognizer,D://crw_data//df.astype\source2,np.array(train_raw['label']),np.hstack((train_raw['label'])),np.array,np.hstack,
3,digit-recognizer,D://crw_data//np.array\source671,np.array(train),np.concatenate([train]),np.array,np.concatenate,
3,digit-recognizer,D://crw_data//np.array\source1039,"np.array(row[1:], dtype=np.uint8)","np.fromiter(row[1:], dtype=np.uint8)",np.array,np.fromiter,
3,digit-recognizer,D://crw_data//df.astype\source2,np.array(train_raw['label']),np.concatenate([train_raw['label']]),np.array,np.concatenate,
3,house-prices-advanced-regression-techniques,D://crw_data//np.array\source728,np.array(all_data[train.shape[0]:]),np.concatenate([all_data[train.shape[0]:]]),np.array,np.concatenate,
3,house-prices-advanced-regression-techniques,D://crw_data//np.array\source728,np.array(all_data[:train.shape[0]]),np.concatenate([all_data[:train.shape[0]]]),np.array,np.concatenate,
3,house-prices-advanced-regression-techniques,D://crw_data//df.loc\source149,np.array(y),np.hstack((y)),np.array,np.hstack,
3,instacart-market-basket-analysis,D://crw_data//np.argsort\source22,"np.array(products, dtype='int')","np.fromiter(products, dtype='int')",np.array,np.fromiter,
3,new-york-city-taxi-fare-prediction,D://crw_data//np.abs\source17,np.array(dists),np.hstack((dists)),np.array,np.hstack,
3,otto-group-product-classification-challenge,D://crw_data//np.array\source708,np.array(train),np.concatenate([train]),np.array,np.concatenate,
3,otto-group-product-classification-challenge,D://crw_data//np.array\source708,np.array(labels),np.concatenate([labels]),np.array,np.concatenate,
3,PLAsTiCC-2018,D://crw_data//df.iloc\source65,np.array([class_weight[k] for k in sorted(class_weight.keys())]),np.hstack(([class_weight[k] for k in sorted(class_weight.keys())])),np.array,np.hstack,
3,PLAsTiCC-2018,D://crw_data//df.iloc\source65,np.array([class_weight[k] for k in sorted(class_weight.keys())]),np.hstack(([class_weight[k] for k in sorted(class_weight.keys())])),np.array,np.hstack,
3,recruit-restaurant-visitor-forecasting,D://crw_data//df.fillna\source16,np.array(full_df[coln]),np.hstack((full_df[coln])),np.array,np.hstack,
3,recruit-restaurant-visitor-forecasting,D://crw_data//df.fillna\source16,np.array(full_df[coln]),np.concatenate([full_df[coln]]),np.array,np.concatenate,
3,recruit-restaurant-visitor-forecasting,D://crw_data//df.iloc\source62,np.array(a),np.hstack((a)),np.array,np.hstack,
3,santander-product-recommendation,D://crw_data//df.fillna\source56,np.array(test[col]),np.hstack((test[col])),np.array,np.hstack,
3,santander-product-recommendation,D://crw_data//df.fillna\source73,np.array(test[col]),np.hstack((test[col])),np.array,np.hstack,
3,tap30challenge,D://crw_data//np.array\source224,"np.array((hse, row, col, hod), dtype=np.int32)","np.fromiter((hse, row, col, hod), dtype=np.int32)",np.array,np.fromiter,
3,titanic,D://crw_data//df.fillna\source30,np.array(L),np.concatenate([L]),np.array,np.concatenate,
3,titanic,D://crw_data//np.arange\source93,"np.array(results['param_C'].data, dtype=float)","np.fromiter(results['param_C'].data, dtype=float)",np.array,np.fromiter,
3,digit-recognizer,D://crw_data//np.concatenate\source128,"np.c_[xx.ravel(), yy.ravel()]","np.hstack([xx.ravel(), yy.ravel()])",np.c_,np.hstack,
3,digit-recognizer,D://crw_data//np.concatenate\source128,"np.c_[xx.ravel(), yy.ravel()]","np.hstack([xx.ravel(), yy.ravel()])",np.c_,np.hstack,
3,facebook-v-predicting-check-ins,D://crw_data//df.loc\source106,"np.column_stack((row_ids, pred_labels))","np.vstack((row_ids.T, pred_labels.T)).T",np.column_stack,np.vstack,
3,facebook-v-predicting-check-ins,D://crw_data//df.loc\source267,"np.column_stack((row_ids, pred_labels))","np.vstack((row_ids.T, pred_labels.T)).T",np.column_stack,np.vstack,
3,facebook-v-predicting-check-ins,D://crw_data//df.loc\source242,"np.column_stack((row_ids, pred_labels))","np.vstack((row_ids.T, pred_labels.T)).T",np.column_stack,np.vstack,
3,facebook-v-predicting-check-ins,D://crw_data//df.loc\source264,"np.column_stack((row_ids, pred_labels))","np.vstack((row_ids.T, pred_labels.T)).T",np.column_stack,np.vstack,
3,facebook-v-predicting-check-ins,D://crw_data//df.loc\source265,"np.column_stack((row_ids, pred_labels))","np.vstack((row_ids.T, pred_labels.T)).T",np.column_stack,np.vstack,
3,facebook-v-predicting-check-ins,D://crw_data//df.loc\source268,"np.column_stack((row_ids, pred_labels))","np.vstack((row_ids.T, pred_labels.T)).T",np.column_stack,np.vstack,
3,facebook-v-predicting-check-ins,D://crw_data//df.loc\source269,"np.column_stack((row_ids, pred_labels))","np.vstack((row_ids.T, pred_labels.T)).T",np.column_stack,np.vstack,
3,facebook-v-predicting-check-ins,D://crw_data//df.loc\source224,"np.column_stack((row_ids, pred_labels))","np.vstack((row_ids.T, pred_labels.T)).T",np.column_stack,np.vstack,
3,facebook-v-predicting-check-ins,D://crw_data//df.loc\source83,"np.column_stack((row_ids, pred_labels))","np.vstack((row_ids.T, pred_labels.T)).T",np.column_stack,np.vstack,
3,facebook-v-predicting-check-ins,D://crw_data//df.loc\source266,"np.column_stack((row_ids, pred_labels))","np.vstack((row_ids.T, pred_labels.T)).T",np.column_stack,np.vstack,
3,facebook-v-predicting-check-ins,D://crw_data//df.loc\source82,"np.column_stack((row_ids, pred_labels))","np.vstack((row_ids.T, pred_labels.T)).T",np.column_stack,np.vstack,
3,house-prices-advanced-regression-techniques,D://crw_data//np.array\source1174,np.column_stack([y_preds[k][i] for k in clfs]),np.transpose([y_preds[k][i] for k in clfs]),np.column_stack,np.transpose,
3,liberty-mutual-group-property-inspection-prediction,D://crw_data//np.column_stack\source28,"np.column_stack((Idtest, YPred))","np.vstack((Idtest.T, YPred.T)).T",np.column_stack,np.vstack,
3,liberty-mutual-group-property-inspection-prediction,D://crw_data//np.column_stack\source28,"np.column_stack((Idtest, YPred))","np.transpose((Idtest, YPred))",np.column_stack,np.transpose,
3,titanic,D://crw_data//np.column_stack\source18,"np.column_stack((idTest, test_result))","np.transpose((idTest, test_result))",np.column_stack,np.transpose,
3,titanic,D://crw_data//df.iloc\source40,"np.column_stack((X_initial, test_df.iloc[:, (index)]))","np.transpose((X_initial, test_df.iloc[:, (index)]))",np.column_stack,np.transpose,
3,titanic,D://crw_data//df.iloc\source40,"np.column_stack((X_initial, train_df_as_dic[key]))","np.vstack((X_initial.T, train_df_as_dic[key].T)).T",np.column_stack,np.vstack,
3,titanic,D://crw_data//df.loc\source157,"np.column_stack((ids.T, predictions.T))","np.transpose((ids.T, predictions.T))",np.column_stack,np.transpose,
3,titanic,D://crw_data//np.column_stack\source21,"np.column_stack((test['PassengerId'], test_result))","np.transpose((test['PassengerId'], test_result))",np.column_stack,np.transpose,
3,titanic,D://crw_data//df.iloc\source40,"np.column_stack((X_initial, train_df.iloc[:, (index)]))","np.transpose((X_initial, train_df.iloc[:, (index)]))",np.column_stack,np.transpose,
3,titanic,D://crw_data//np.column_stack\source17,"np.column_stack((idTest, test_result))","np.transpose((idTest, test_result))",np.column_stack,np.transpose,
3,titanic,D://crw_data//df.loc\source157,"np.column_stack((ids.T, predictions.T))","np.vstack((ids.T.T, predictions.T.T)).T",np.column_stack,np.vstack,
3,titanic,D://crw_data//np.count_nonzero\source6,"np.count_nonzero(titanic.loc[titanic['Pclass'] == 1, 'Survived'].values)","np.sum(titanic.loc[titanic['Pclass'] == 1, 'Survived'].values!=0)",np.count_nonzero,np.sum,
3,titanic,D://crw_data//np.count_nonzero\source6,"np.count_nonzero(titanic.loc[titanic['Pclass'] == 2, 'Pclass'].values)","np.sum(titanic.loc[titanic['Pclass'] == 2, 'Pclass'].values!=0)",np.count_nonzero,np.sum,
3,titanic,D://crw_data//np.count_nonzero\source6,"np.count_nonzero(titanic.loc[titanic['Pclass'] == 1, 'Survived'].values)","np.sum(titanic.loc[titanic['Pclass'] == 1, 'Survived'].values!=0)",np.count_nonzero,np.sum,
3,titanic,D://crw_data//np.count_nonzero\source6,"np.count_nonzero(titanic.loc[titanic['Pclass'] == 1, 'Pclass'].values)","np.sum(titanic.loc[titanic['Pclass'] == 1, 'Pclass'].values!=0)",np.count_nonzero,np.sum,
3,titanic,D://crw_data//np.count_nonzero\source6,"np.count_nonzero(titanic.loc[titanic['Pclass'] == 2, 'Survived'].values)","np.sum(titanic.loc[titanic['Pclass'] == 2, 'Survived'].values!=0)",np.count_nonzero,np.sum,
3,titanic,D://crw_data//np.count_nonzero\source6,"np.count_nonzero(titanic.loc[titanic['Pclass'] == 3, 'Survived'].values)","np.sum(titanic.loc[titanic['Pclass'] == 3, 'Survived'].values!=0)",np.count_nonzero,np.sum,
3,titanic,D://crw_data//np.count_nonzero\source6,"np.count_nonzero(titanic.loc[titanic['Pclass'] == 2, 'Pclass'].values)","np.sum(titanic.loc[titanic['Pclass'] == 2, 'Pclass'].values!=0)",np.count_nonzero,np.sum,
3,titanic,D://crw_data//np.count_nonzero\source6,"np.count_nonzero(titanic.loc[titanic['Pclass'] == 3, 'Pclass'].values)","np.sum(titanic.loc[titanic['Pclass'] == 3, 'Pclass'].values!=0)",np.count_nonzero,np.sum,
3,titanic,D://crw_data//np.count_nonzero\source6,"np.count_nonzero(titanic.loc[titanic['Pclass'] == 3, 'Survived'].values)","np.sum(titanic.loc[titanic['Pclass'] == 3, 'Survived'].values!=0)",np.count_nonzero,np.sum,
3,titanic,D://crw_data//np.count_nonzero\source6,"np.count_nonzero(titanic.loc[titanic['Pclass'] == 1, 'Pclass'].values)","np.sum(titanic.loc[titanic['Pclass'] == 1, 'Pclass'].values!=0)",np.count_nonzero,np.sum,
3,titanic,D://crw_data//np.count_nonzero\source6,"np.count_nonzero(titanic.loc[titanic['Pclass'] == 2, 'Survived'].values)","np.sum(titanic.loc[titanic['Pclass'] == 2, 'Survived'].values!=0)",np.count_nonzero,np.sum,
3,titanic,D://crw_data//np.count_nonzero\source6,"np.count_nonzero(titanic.loc[titanic['Pclass'] == 3, 'Pclass'].values)","np.sum(titanic.loc[titanic['Pclass'] == 3, 'Pclass'].values!=0)",np.count_nonzero,np.sum,
3,coupon-purchase-prediction,D://crw_data//df.apply\source66,"np.dot(user_profiles, W)","np.einsum('ij,jm->im',user_profiles, W)",np.dot,np.einsum,
3,coupon-purchase-prediction,D://crw_data//df.apply\source66,"np.dot(np.dot(user_profiles, W), test_only_features.T)","np.einsum('ij,jm->im',np.dot(user_profiles, W), test_only_features.T)",np.dot,np.einsum,
3,digit-recognizer,D://crw_data//np.argmax\source110,"np.dot(delta, activations[-2].transpose())","np.einsum('ij,jm->im',delta, activations[-2].transpose())",np.dot,np.einsum,
3,digit-recognizer,D://crw_data//np.argmax\source110,"np.dot(delta, activations[-l - 1].transpose())","np.einsum('ij,jm->im',delta, activations[-l - 1].transpose())",np.dot,np.einsum,
3,digit-recognizer,D://crw_data//np.argmax\source110,"np.dot(w, activation)","np.einsum('ij,jm->im',w, activation)",np.dot,np.einsum,
3,house-prices-advanced-regression-techniques,D://crw_data//np.array\source422,"np.dot(trainX_.transpose(), trainX_)","np.einsum('ij,jm->im',trainX_.transpose(), trainX_)",np.dot,np.einsum,
3,pubg-finish-placement-prediction,D://crw_data//np.dot\source17,"np.dot((np.dot(x, w) - y).T, np.dot(x, w) - y)","np.einsum('ij,jm->im',(np.dot(x, w) - y).T, np.dot(x, w) - y)",np.dot,np.einsum,
3,pubg-finish-placement-prediction,D://crw_data//np.dot\source17,"np.dot(train_array, new_eig_vec)","np.einsum('ij,jm->im',train_array, new_eig_vec)",np.dot,np.einsum,
3,titanic,D://crw_data//np.concatenate\source113,"np.dot(theta_1, a_1)","np.einsum('ij,jm->im',theta_1, a_1)",np.dot,np.einsum,
3,titanic,D://crw_data//df.astype\source3,"np.dot((h - y).T, X)","np.einsum('ij,jm->im',(h - y).T, X)",np.dot,np.einsum,
3,titanic,D://crw_data//np.concatenate\source113,"np.dot(t0, x.T)","np.einsum('ij,jm->im',t0, x.T)",np.dot,np.einsum,
3,titanic,D://crw_data//df.astype\source3,"np.dot(X, theta)","np.einsum('ij,jm->im',X, theta)",np.dot,np.einsum,
3,titanic,D://crw_data//np.concatenate\source113,"np.dot(theta_0, a_0)","np.einsum('ij,jm->im',theta_0, a_0)",np.dot,np.einsum,
3,allstate-claims-severity,D://crw_data//np.hstack\source53,"np.hstack((catData.T, df[cols[117:nFeat - 1]].as_matrix()))","np.append(catData.T, df[cols[117:nFeat - 1]].as_matrix(), axis=1)",np.hstack,np.append,
3,allstate-claims-severity,D://crw_data//np.hstack\source53,"np.hstack((catData.T, df[cols[117:nFeat - 1]].as_matrix()))","np.concatenate((catData.T, df[cols[117:nFeat - 1]].as_matrix()), axis=1)",np.hstack,np.concatenate,
3,crowdflower-search-relevance,D://crw_data//np.dot\source9,"np.hstack([Z_test, X_pt_q_test])","np.concatenate([Z_test, X_pt_q_test], axis=1)",np.hstack,np.concatenate,
3,crowdflower-search-relevance,D://crw_data//np.dot\source9,"np.hstack([Z_train, X_pt_q_train])","np.concatenate([Z_train, X_pt_q_train], axis=1)",np.hstack,np.concatenate,
3,crowdflower-search-relevance,D://crw_data//np.dot\source9,"np.hstack([Z_test, X_pt_q_test])","np.append(Z_test, X_pt_q_test, axis=1)",np.hstack,np.append,
3,crowdflower-search-relevance,D://crw_data//np.dot\source9,"np.hstack([Z_train, X_pt_q_train])","np.append(Z_train, X_pt_q_train, axis=1)",np.hstack,np.append,
3,digit-recognizer,D://crw_data//np.argmax\source29,np.hstack(vecs),"np.append(sub_ids, df['click_id'].values, axis=1)",np.hstack,np.append,
3,digit-recognizer,D://crw_data//np.argmax\source29,"np.hstack((np.zeros((Theta1.shape[0], 1)), Theta1[:, 1:]))","np.concatenate((np.zeros((Theta1.shape[0], 1)), Theta1[:, 1:]), axis=1)",np.hstack,np.concatenate,
3,digit-recognizer,D://crw_data//np.argmax\source29,np.hstack(vecs),"np.concatenate(vecs, axis=1)",np.hstack,np.concatenate,
3,digit-recognizer,D://crw_data//np.argmax\source29,"np.hstack((np.zeros((Theta2.shape[0], 1)), Theta2[:, 1:]))","np.concatenate((np.zeros((Theta2.shape[0], 1)), Theta2[:, 1:]), axis=1)",np.hstack,np.concatenate,
3,digit-recognizer,D://crw_data//np.argmax\source29,"np.hstack((np.zeros((Theta1.shape[0], 1)), Theta1[:, 1:]))","np.append(np.zeros((Theta1.shape[0], 1)), Theta1[:, 1:], axis=1)",np.hstack,np.append,
3,digit-recognizer,D://crw_data//np.argmax\source29,"np.hstack((np.zeros((Theta2.shape[0], 1)), Theta2[:, 1:]))","np.append(np.zeros((Theta2.shape[0], 1)), Theta2[:, 1:], axis=1)",np.hstack,np.append,
3,liberty-mutual-group-property-inspection-prediction,D://crw_data//np.array\source259,"np.hstack((testCatVecX, testNumX))","np.append(testCatVecX, testNumX, axis=1)",np.hstack,np.append,
3,liberty-mutual-group-property-inspection-prediction,D://crw_data//np.array\source259,"np.hstack((trainCatVecX, trainNumX))","np.append(trainCatVecX, trainNumX, axis=1)",np.hstack,np.append,
3,liberty-mutual-group-property-inspection-prediction,D://crw_data//np.array\source1083,"np.hstack((testCatVecX, testNumX))","np.concatenate((testCatVecX, testNumX), axis=1)",np.hstack,np.concatenate,
3,liberty-mutual-group-property-inspection-prediction,D://crw_data//np.hstack\source48,"np.hstack((x_num_test, vec_x_cat_test))","np.append(x_num_test, vec_x_cat_test, axis=1)",np.hstack,np.append,
3,liberty-mutual-group-property-inspection-prediction,D://crw_data//np.array\source570,"np.hstack((x_num_data, vec_x_cat_data))","np.append(x_num_data, vec_x_cat_data, axis=1)",np.hstack,np.append,
3,liberty-mutual-group-property-inspection-prediction,D://crw_data//np.hstack\source48,"np.hstack((x_num_test, vec_x_cat_test))","np.concatenate((x_num_test, vec_x_cat_test), axis=1)",np.hstack,np.concatenate,
3,liberty-mutual-group-property-inspection-prediction,D://crw_data//np.hstack\source51,"np.hstack((x_num_data, vec_x_cat_data))","np.append(x_num_data, vec_x_cat_data, axis=1)",np.hstack,np.append,
3,liberty-mutual-group-property-inspection-prediction,D://crw_data//np.hstack\source51,"np.hstack((x_num_test, vec_x_cat_test))","np.append(x_num_test, vec_x_cat_test, axis=1)",np.hstack,np.append,
3,liberty-mutual-group-property-inspection-prediction,D://crw_data//np.array\source1182,"np.hstack((x_num_data, vec_x_cat_data))","np.append(x_num_data, vec_x_cat_data, axis=1)",np.hstack,np.append,
3,liberty-mutual-group-property-inspection-prediction,D://crw_data//np.array\source564,"np.hstack((x_num_data, vec_x_cat_data))","np.append(x_num_data, vec_x_cat_data, axis=1)",np.hstack,np.append,
3,liberty-mutual-group-property-inspection-prediction,D://crw_data//np.array\source1182,"np.hstack((x_num_test, vec_x_cat_test))","np.concatenate((x_num_test, vec_x_cat_test), axis=1)",np.hstack,np.concatenate,
3,liberty-mutual-group-property-inspection-prediction,D://crw_data//np.array\source570,"np.hstack((x_num_test, vec_x_cat_test))","np.append(x_num_test, vec_x_cat_test, axis=1)",np.hstack,np.append,
3,liberty-mutual-group-property-inspection-prediction,D://crw_data//np.hstack\source51,"np.hstack((x_num_test, vec_x_cat_test))","np.concatenate((x_num_test, vec_x_cat_test), axis=1)",np.hstack,np.concatenate,
3,liberty-mutual-group-property-inspection-prediction,D://crw_data//np.arange\source248,"np.hstack((testCatVecX, testNumX))","np.concatenate((testCatVecX, testNumX), axis=1)",np.hstack,np.concatenate,
