1,airbnb-recruiting-new-user-bookings,https://www.kaggle.com/etherqua/airbnbdemo,df_all.date_account_created.astype(str),df_all.date_account_created.apply(str),pd.Series.astype,pd.Series.apply 
0,shelter-animal-outcomes,https://www.kaggle.com/samadhi/preprocessdata,"train.ix[train.OutcomeType == 'Adoption', 'Target']","train.loc[train.OutcomeType == 'Adoption', 'Target']",pd.DataFrame.ix,pd.DataFrame.loc
0,shelter-animal-outcomes,https://www.kaggle.com/samadhi/preprocessdata,"train.ix[train.OutcomeType == 'Transfer', 'Target']","train.loc[train.OutcomeType == 'Transfer', 'Target']",pd.DataFrame.ix,pd.DataFrame.loc
0,shelter-animal-outcomes,https://www.kaggle.com/samadhi/preprocessdata,"train.ix[train.OutcomeType == 'Died', 'Target']","train.loc[train.OutcomeType == 'Died', 'Target']",pd.DataFrame.ix,pd.DataFrame.loc
0,shelter-animal-outcomes,https://www.kaggle.com/samadhi/preprocessdata,"train.ix[train.AnimalType == 'Dog', 'AnimalType_cat']","train.loc[train.AnimalType == 'Dog', 'AnimalType_cat']",pd.DataFrame.ix,pd.DataFrame.loc
0,shelter-animal-outcomes,https://www.kaggle.com/samadhi/preprocessdata,"train.ix[train.AnimalType == 'Cat', 'AnimalType_cat']","train.loc[train.AnimalType == 'Cat', 'AnimalType_cat']",pd.DataFrame.ix,pd.DataFrame.loc
0,shelter-animal-outcomes,https://www.kaggle.com/samadhi/preprocessdata,"test.ix[test.AnimalType == 'Dog', 'AnimalType_cat']","test.loc[test.AnimalType == 'Dog', 'AnimalType_cat']",pd.DataFrame.ix,pd.DataFrame.loc
0,shelter-animal-outcomes,https://www.kaggle.com/samadhi/preprocessdata,"test.ix[test.AnimalType == 'Cat', 'AnimalType_cat']","test.loc[test.AnimalType == 'Cat', 'AnimalType_cat']",pd.DataFrame.ix,pd.DataFrame.loc
0,shelter-animal-outcomes,https://www.kaggle.com/samadhi/preprocessdata,"train.ix[train.SexuponOutcome == 'Intact Female', 'SexuponOutcome_cat']","train.loc[train.SexuponOutcome == 'Intact Female', 'SexuponOutcome_cat']",pd.DataFrame.ix,pd.DataFrame.loc
0,shelter-animal-outcomes,https://www.kaggle.com/samadhi/preprocessdata,"train.ix[train.SexuponOutcome == 'Spayed Female', 'SexuponOutcome_cat']","train.loc[train.SexuponOutcome == 'Spayed Female', 'SexuponOutcome_cat']",pd.DataFrame.ix,pd.DataFrame.loc
0,shelter-animal-outcomes,https://www.kaggle.com/samadhi/preprocessdata,"train.ix[train.SexuponOutcome == 'Neutered Male', 'SexuponOutcome_cat']","train.loc[train.SexuponOutcome == 'Neutered Male', 'SexuponOutcome_cat']",pd.DataFrame.ix,pd.DataFrame.loc
0,shelter-animal-outcomes,https://www.kaggle.com/samadhi/preprocessdata,"train.ix[train.SexuponOutcome == 'Intact Male', 'SexuponOutcome_cat']","train.loc[train.SexuponOutcome == 'Intact Male', 'SexuponOutcome_cat']",pd.DataFrame.ix,pd.DataFrame.loc
0,shelter-animal-outcomes,https://www.kaggle.com/samadhi/preprocessdata,"train.ix[train.SexuponOutcome == 'Unknown', 'SexuponOutcome_cat']","train.loc[train.SexuponOutcome == 'Unknown', 'SexuponOutcome_cat']",pd.DataFrame.ix,pd.DataFrame.loc
0,shelter-animal-outcomes,https://www.kaggle.com/samadhi/preprocessdata,"test.ix[test.SexuponOutcome == 'Intact Female', 'SexuponOutcome_cat']","test.loc[test.SexuponOutcome == 'Intact Female', 'SexuponOutcome_cat']",pd.DataFrame.ix,pd.DataFrame.loc
0,shelter-animal-outcomes,https://www.kaggle.com/samadhi/preprocessdata,"test.ix[test.SexuponOutcome == 'Spayed Female', 'SexuponOutcome_cat']","test.loc[test.SexuponOutcome == 'Spayed Female', 'SexuponOutcome_cat']",pd.DataFrame.ix,pd.DataFrame.loc
0,shelter-animal-outcomes,https://www.kaggle.com/samadhi/preprocessdata,"test.ix[test.SexuponOutcome == 'Neutered Male', 'SexuponOutcome_cat']","test.loc[test.SexuponOutcome == 'Neutered Male', 'SexuponOutcome_cat']",pd.DataFrame.ix,pd.DataFrame.loc
0,shelter-animal-outcomes,https://www.kaggle.com/samadhi/preprocessdata,"test.ix[test.SexuponOutcome == 'Intact Male', 'SexuponOutcome_cat']","test.loc[test.SexuponOutcome == 'Intact Male', 'SexuponOutcome_cat']",pd.DataFrame.ix,pd.DataFrame.loc
0,shelter-animal-outcomes,https://www.kaggle.com/samadhi/preprocessdata,"test.ix[test.SexuponOutcome == 'Unknown', 'SexuponOutcome_cat']","test.loc[test.SexuponOutcome == 'Unknown', 'SexuponOutcome_cat']",pd.DataFrame.ix,pd.DataFrame.loc
0,shelter-animal-outcomes,https://www.kaggle.com/samadhi/preprocessdata,"train.ix[train.SexuponOutcome == 'Intact Female', 'Type_sex']","train.loc[train.SexuponOutcome == 'Intact Female', 'Type_sex']",pd.DataFrame.ix,pd.DataFrame.loc
0,shelter-animal-outcomes,https://www.kaggle.com/samadhi/preprocessdata,"train.ix[train.SexuponOutcome == 'Spayed Female', 'Type_sex']","train.loc[train.SexuponOutcome == 'Spayed Female', 'Type_sex']",pd.DataFrame.ix,pd.DataFrame.loc
0,shelter-animal-outcomes,https://www.kaggle.com/samadhi/preprocessdata,"train.ix[train.SexuponOutcome == 'Neutered Male', 'Type_sex']","train.loc[train.SexuponOutcome == 'Neutered Male', 'Type_sex']",pd.DataFrame.ix,pd.DataFrame.loc
0,shelter-animal-outcomes,https://www.kaggle.com/samadhi/preprocessdata,"train.ix[train.SexuponOutcome == 'Intact Male', 'Type_sex']","train.loc[train.SexuponOutcome == 'Intact Male', 'Type_sex']",pd.DataFrame.ix,pd.DataFrame.loc
0,shelter-animal-outcomes,https://www.kaggle.com/samadhi/preprocessdata,"train.ix[train.SexuponOutcome == 'Unknown', 'Type_sex']","train.loc[train.SexuponOutcome == 'Unknown', 'Type_sex']",pd.DataFrame.ix,pd.DataFrame.loc
0,shelter-animal-outcomes,https://www.kaggle.com/samadhi/preprocessdata,"test.ix[test.SexuponOutcome == 'Intact Female', 'Type_sex']","test.loc[test.SexuponOutcome == 'Intact Female', 'Type_sex']",pd.DataFrame.ix,pd.DataFrame.loc
0,shelter-animal-outcomes,https://www.kaggle.com/samadhi/preprocessdata,"test.ix[test.SexuponOutcome == 'Spayed Female', 'Type_sex']","test.loc[test.SexuponOutcome == 'Spayed Female', 'Type_sex']",pd.DataFrame.ix,pd.DataFrame.loc
0,shelter-animal-outcomes,https://www.kaggle.com/samadhi/preprocessdata,"test.ix[test.SexuponOutcome == 'Neutered Male', 'Type_sex']","test.loc[test.SexuponOutcome == 'Neutered Male', 'Type_sex']",pd.DataFrame.ix,pd.DataFrame.loc
0,shelter-animal-outcomes,https://www.kaggle.com/samadhi/preprocessdata,"test.ix[test.SexuponOutcome == 'Intact Male', 'Type_sex']","test.loc[test.SexuponOutcome == 'Intact Male', 'Type_sex']",pd.DataFrame.ix,pd.DataFrame.loc
0,shelter-animal-outcomes,https://www.kaggle.com/samadhi/preprocessdata,"test.ix[test.SexuponOutcome == 'Unknown', 'Type_sex']","test.loc[test.SexuponOutcome == 'Unknown', 'Type_sex']",pd.DataFrame.ix,pd.DataFrame.loc
0,shelter-animal-outcomes,https://www.kaggle.com/samadhi/preprocessdata,"train.ix[train.SexuponOutcome == 'Intact Female', 'sprayed']","train.loc[train.SexuponOutcome == 'Intact Female', 'sprayed']",pd.DataFrame.ix,pd.DataFrame.loc
0,shelter-animal-outcomes,https://www.kaggle.com/samadhi/preprocessdata,"train.ix[train.SexuponOutcome == 'Spayed Female', 'sprayed']","train.loc[train.SexuponOutcome == 'Spayed Female', 'sprayed']",pd.DataFrame.ix,pd.DataFrame.loc
0,shelter-animal-outcomes,https://www.kaggle.com/samadhi/preprocessdata,"train.ix[train.SexuponOutcome == 'Neutered Male', 'sprayed']","train.loc[train.SexuponOutcome == 'Neutered Male', 'sprayed']",pd.DataFrame.ix,pd.DataFrame.loc
0,shelter-animal-outcomes,https://www.kaggle.com/samadhi/preprocessdata,"train.ix[train.SexuponOutcome == 'Intact Male', 'sprayed']","train.loc[train.SexuponOutcome == 'Intact Male', 'sprayed']",pd.DataFrame.ix,pd.DataFrame.loc
0,shelter-animal-outcomes,https://www.kaggle.com/samadhi/preprocessdata,"train.ix[train.SexuponOutcome == 'Unknown', 'sprayed']","train.loc[train.SexuponOutcome == 'Unknown', 'sprayed']",pd.DataFrame.ix,pd.DataFrame.loc
0,shelter-animal-outcomes,https://www.kaggle.com/samadhi/preprocessdata,"test.ix[test.SexuponOutcome == 'Intact Female', 'sprayed']","test.loc[test.SexuponOutcome == 'Intact Female', 'sprayed']",pd.DataFrame.ix,pd.DataFrame.loc
0,shelter-animal-outcomes,https://www.kaggle.com/samadhi/preprocessdata,"test.ix[test.SexuponOutcome == 'Spayed Female', 'sprayed']","test.loc[test.SexuponOutcome == 'Spayed Female', 'sprayed']",pd.DataFrame.ix,pd.DataFrame.loc
0,shelter-animal-outcomes,https://www.kaggle.com/samadhi/preprocessdata,"test.ix[test.SexuponOutcome == 'Neutered Male', 'sprayed']","test.loc[test.SexuponOutcome == 'Neutered Male', 'sprayed']",pd.DataFrame.ix,pd.DataFrame.loc
0,shelter-animal-outcomes,https://www.kaggle.com/samadhi/preprocessdata,"test.ix[test.SexuponOutcome == 'Intact Male', 'sprayed']","test.loc[test.SexuponOutcome == 'Intact Male', 'sprayed']",pd.DataFrame.ix,pd.DataFrame.loc
0,shelter-animal-outcomes,https://www.kaggle.com/samadhi/preprocessdata,"test.ix[test.SexuponOutcome == 'Unknown', 'sprayed']","test.loc[test.SexuponOutcome == 'Unknown', 'sprayed']",pd.DataFrame.ix,pd.DataFrame.loc
0,shelter-animal-outcomes,https://www.kaggle.com/xiziling/deal-with,"np.hstack((pro_data, XL1))","np.append(pro_data, XL1, axis=1)",np.hstack,np.append
0,shelter-animal-outcomes,https://www.kaggle.com/xiziling/deal-with,"np.hstack((pro_data, XL1))","np.concatenate((pro_data, XL1), axis=1)",np.hstack,np.concatenate
1,shelter-animal-outcomes,https://www.kaggle.com/izzul02/age-gender-breed-and-name-vs-outcome,"df.loc[df['AnimalType'] == 'Dog', feature]","df.ix[df['AnimalType'] == 'Dog', feature]",pd.DataFrame.loc,pd.DataFrame.ix
1,shelter-animal-outcomes,https://www.kaggle.com/mhooreman/test-new-script,"tmp.loc[tmp[1].isin(('year', 'years')), 'years']","tmp.ix[tmp[1].isin(('year', 'years')), 'years']",pd.DataFrame.loc,pd.DataFrame.ix
1,shelter-animal-outcomes,https://www.kaggle.com/nishadi/breeds,"np.where(breeds_group[:, (0)] == i)","np.nonzero(breeds_group[:, (0)] == i)",np.where,np.nonzero
1,springleaf-marketing-response,https://www.kaggle.com/wawanco/data-ownership-numeric-features,"train.loc[:, (train.dtypes == 'int64')]","train.ix[:, (train.dtypes == 'int64')]",pd.DataFrame.loc,pd.DataFrame.ix
0,talkingdata-adtracking-fraud-detection,https://www.kaggle.com/judata/talkingdata-xgb-param-tuning-rdm-sampling,"np.sum(np.logical_and(y_pred == 1, y_test == 0))","np.count_nonzero(np.logical_and(y_pred == 1, y_test == 0))",np.sum,np.count_nonzero
0,talkingdata-mobile-user-demographics,https://www.kaggle.com/acyouzi/test-frist,np.ones(len(FLS)),np.empty(len(FLS)); r2.fill(1),np.ones,np.empty
0,talkingdata-mobile-user-demographics,https://www.kaggle.com/isaac7/talking-script1,np.ones(len(FLS)),np.empty(len(FLS)); r2.fill(1),np.ones,np.empty
0,talkingdata-mobile-user-demographics,https://www.kaggle.com/kumareshd/chicken-momos-plate-1,"e1.loc[e1.isnull()['appcounts'] == True, 'appcounts']","e1.ix[e1.isnull()['appcounts'] == True, 'appcounts']",pd.DataFrame.loc,pd.DataFrame.ix
0,talkingdata-mobile-user-demographics,https://www.kaggle.com/madraziw/mad-0721-1245,"np.c_[xx.ravel(), yy.ravel()]"," np.hstack([xx.ravel().reshape(len(xx.ravel()),1), yy.ravel().reshape(len(yy.ravel()),1)])",np.c_,np.hstack
0,talkingdata-mobile-user-demographics,https://www.kaggle.com/xiaoml/bag-of-app-id-python-2-27392,np.ones(len(FLS)),np.empty(len(FLS)); r2.fill(1),np.ones,np.empty
0,talkingdata-mobile-user-demographics,https://www.kaggle.com/zeroblue/xgb-boost-with-event-data,"df_train_event.loc[fold_mask, ['M', 'F']]","df_train_event.ix[fold_mask, ['M', 'F']]",pd.DataFrame.loc,pd.DataFrame.ix
0,talkingdata-mobile-user-demographics,https://www.kaggle.com/zhoulaiqing/feature-starter,np.ones(gatrain.shape[0]),np.empty(gatrain.shape[0]); r2.fill(1),np.ones,np.empty
0,talkingdata-mobile-user-demographics,https://www.kaggle.com/zhoulaiqing/feature-starter,np.ones(gatrain.shape[0]),np.empty(gatrain.shape[0]); r2.fill(1),np.ones,np.empty
1,talkingdata-mobile-user-demographics,https://www.kaggle.com/sajal0jain/delme-1,"events.loc[:, ('device_id')]","events.ix[:, ('device_id')]",pd.DataFrame.loc,pd.DataFrame.ix
1,talkingdata-mobile-user-demographics,https://www.kaggle.com/zeroblue/xgb-boost-with-event-data,"df_phone.loc[df_phone['device_id'].isin(infrequent), 'phone_brand']","df_phone.ix[df_phone['device_id'].isin(infrequent), 'phone_brand']",pd.DataFrame.loc,pd.DataFrame.ix
0,tap30challenge,https://www.kaggle.com/soroushj/tap30-challenge-random-forest-regressor,"np.array((hse, row, col, hod), dtype=np.int32)","np.fromiter((hse, row, col, hod), dtype=np.int32)",np.array,np.fromiter
0,titanic,https://www.kaggle.com/abrierly/nn-approach,"np.ones((1, m), dtype=np.float)","np.empty((1, m), dtype=np.float); r2.fill(1)",np.ones,np.empty
0,titanic,https://www.kaggle.com/adrianbureu/another-test,data.ix[891:],data.iloc[891:],pd.DataFrame.ix,pd.DataFrame.iloc
0,titanic,https://www.kaggle.com/alexai/competition1,combined.ix[train_rows + 1:],combined.iloc[train_rows + 1:],pd.DataFrame.ix,pd.DataFrame.iloc
0,titanic,https://www.kaggle.com/alexai/competition2,combined.ix[train_rows + 1:],combined.iloc[train_rows + 1:],pd.DataFrame.ix,pd.DataFrame.iloc
0,titanic,https://www.kaggle.com/alexai/competition3,combined.ix[train_rows + 1:],combined.iloc[train_rows + 1:],pd.DataFrame.ix,pd.DataFrame.iloc
0,titanic,https://www.kaggle.com/alexai/competition4,combined.ix[train_rows + 1:],combined.iloc[train_rows + 1:],pd.DataFrame.ix,pd.DataFrame.iloc
0,titanic,https://www.kaggle.com/alexai/competition5,combined.ix[train_rows + 1:],combined.iloc[train_rows + 1:],pd.DataFrame.ix,pd.DataFrame.iloc
0,titanic,https://www.kaggle.com/andywan/data-import,np.ones(len(age_col['Age'])),np.empty(len(age_col['Age'])); r2.fill(1),np.ones,np.empty
0,titanic,https://www.kaggle.com/anirban00727/titanic-survival-chances-prediction,combined.FamilySize.map(lambda s: 1 if s == 1 else 0),"np.where( combined.FamilySize == 1 , 1 ,0)",pd.Series.map,np.where
0,titanic,https://www.kaggle.com/anirban00727/titanic-survival-chances-prediction,combined.FamilySize.map(lambda s: 1 if s > 4 else 0),"np.where( combined.FamilySize > 4 , 1 ,0)",pd.Series.map,np.where
0,titanic,https://www.kaggle.com/arthurlpgc/first-tests,train.dot(Theta),"np.tensordot(train,Theta,axes=1)",np.ndarray.dot,np.tensordot
0,titanic,https://www.kaggle.com/arthurlpgc/first-tests,(anstrain - Pred).transpose().dot(train),"np.tensordot((anstrain - Pred).transpose(),train,axes=1)",np.ndarray.dot,np.tensordot
0,titanic,https://www.kaggle.com/arthurlpgc/first-tests,train.dot(Theta),"np.tensordot(train,Theta,axes=1)",np.ndarray.dot,np.tensordot
0,titanic,https://www.kaggle.com/azeembootwala/titanic-logistic-regression,"df.ix[:, 'Sex':]","df.loc[:, 'Sex':]",pd.DataFrame.ix,pd.DataFrame.loc
0,titanic,https://www.kaggle.com/azeembootwala/titanic-logistic-regression,"df1.ix[:, ('PassengerId')]","df1.loc[:, ('PassengerId')]",pd.DataFrame.ix,pd.DataFrame.loc
0,titanic,https://www.kaggle.com/azeembootwala/titanic-logistic-regression,"np.hstack([X, bias])","np.append(X, bias, axis=1)",np.hstack,np.append
0,titanic,https://www.kaggle.com/azeembootwala/titanic-logistic-regression,"np.hstack([X_test, bias1])","np.append(X_test, bias1, axis=1)",np.hstack,np.append
0,titanic,https://www.kaggle.com/azeembootwala/titanic-logistic-regression,"np.hstack([Submit, Yhat])","np.append(Submit, Yhat, axis=1)",np.hstack,np.append
0,titanic,https://www.kaggle.com/azeembootwala/titanic-logistic-regression,"np.hstack([X, bias])","np.concatenate([X, bias], axis=1)",np.hstack,np.concatenate
0,titanic,https://www.kaggle.com/azeembootwala/titanic-logistic-regression,"np.hstack([X_test, bias1])","np.concatenate([X_test, bias1], axis=1)",np.hstack,np.concatenate
0,titanic,https://www.kaggle.com/azeembootwala/titanic-logistic-regression,"np.hstack([Submit, Yhat])","np.concatenate([Submit, Yhat], axis=1)",np.hstack,np.concatenate
0,titanic,https://www.kaggle.com/azeembootwala/titanic-logistic-regression,"np.ones((100, 1))","np.empty((100, 1)); r2.fill(1)",np.ones,np.empty
0,titanic,https://www.kaggle.com/azeembootwala/titanic-logistic-regression,"np.vstack([X_train, X_class1])","np.concatenate([X_train, X_class1], axis=0)",np.vstack,np.concatenate
0,titanic,https://www.kaggle.com/azeembootwala/titanic-logistic-regression,"np.vstack([Y_train, Y_class1])","np.concatenate([Y_train, Y_class1], axis=0)",np.vstack,np.concatenate
0,titanic,https://www.kaggle.com/bibhuti93/titanic-analysis-v1-0,"train_data.ix[:, 1:6]","train_data.iloc[:, 1:6]",pd.DataFrame.ix,pd.DataFrame.iloc
0,titanic,https://www.kaggle.com/bibhuti93/titanic-analysis-v1-0,"train_data.ix[:, (0)]","train_data.iloc[:, (0)]",pd.DataFrame.ix,pd.DataFrame.iloc
0,titanic,https://www.kaggle.com/bibhuti93/titanic-analysis-v1-0,"test_data.ix[:, 0:5]","test_data.iloc[:, 0:5]",pd.DataFrame.ix,pd.DataFrame.iloc
0,titanic,https://www.kaggle.com/bigdit/test00000,"test_df.ix[0:, 1:]","test_df.iloc[0:, 1:]",pd.DataFrame.ix,pd.DataFrame.iloc
0,titanic,https://www.kaggle.com/bigdit/test00000,"test_df.ix[:, (0)]","test_df.iloc[:, (0)]",pd.DataFrame.ix,pd.DataFrame.iloc
0,titanic,https://www.kaggle.com/bigdit/test00000,"np.c_[passengers, y0.astype(int)]","np.hstack([np.array(passengers).reshape(len(passengers),1), np.array(y0.astype(int)).reshape(len(passengers),1)])",np.c_,np.hstack
0,titanic,https://www.kaggle.com/canran/titanic-rf,"X_df.loc[:, ('Age')]","X_df.ix[:, ('Age')]",pd.DataFrame.loc,pd.DataFrame.ix
0,titanic,https://www.kaggle.com/computermage/test-titanic-survival-script,family['FamilySize'].map(lambda s: 1 if 5 <= s else 0),"np.where( 5 <= family['FamilySize'] , 1 ,0)",pd.Series.map,np.where
0,titanic,https://www.kaggle.com/cooleel/a-quick-try-of-h2o-automl-on-titanic-dataset,np.ones(data.shape[0]),np.empty(data.shape[0]); r2.fill(1),np.ones,np.empty
0,titanic,https://www.kaggle.com/corgicoffee/kernelb4bd873fab,"train_data.loc[:, (['Fare'])]","train_data.ix[:, (['Fare'])]",pd.DataFrame.loc,pd.DataFrame.ix
0,titanic,https://www.kaggle.com/corgicoffee/kernelb4bd873fab,"test_data.loc[:, (['Fare'])]","test_data.ix[:, (['Fare'])]",pd.DataFrame.loc,pd.DataFrame.ix
0,titanic,https://www.kaggle.com/davideng/titanic-attempt-1-random-forest,"np.where(y_pred[:] > 0.95, 1, 0)",(y_pred[:] > 0.95).astype((y_pred[:] > 0.95).dtype),np.where,np.ndarray.astype
0,titanic,https://www.kaggle.com/dexter22/testing,"train.loc[train['Age'].isnull(), ['Age']]","train.ix[train['Age'].isnull(), ['Age']]",pd.DataFrame.loc,pd.DataFrame.ix
0,titanic,https://www.kaggle.com/ekethio/titanic-second,"file.ix[file['Embarked'] == 'S', 'Embarked']","file.loc[file['Embarked'] == 'S', 'Embarked']",pd.DataFrame.ix,pd.DataFrame.loc
0,titanic,https://www.kaggle.com/ekethio/titanic-second,"file.ix[file['Embarked'] == 'C', 'Embarked']","file.loc[file['Embarked'] == 'C', 'Embarked']",pd.DataFrame.ix,pd.DataFrame.loc
0,titanic,https://www.kaggle.com/ekethio/titanic-second,"file.ix[file['Embarked'] == 'Q', 'Embarked']","file.loc[file['Embarked'] == 'Q', 'Embarked']",pd.DataFrame.ix,pd.DataFrame.loc
0,titanic,https://www.kaggle.com/ekethio/titanic-second,"file.ix[file.Age > 60, 'Above_50']","file.loc[file.Age > 60, 'Above_50']",pd.DataFrame.ix,pd.DataFrame.loc
0,titanic,https://www.kaggle.com/fzhurd/titanic-suvive20160924v4,combined['FamilySize'].map(lambda s: 1 if 5 <= s else 0),"np.where( 5 <= combined['FamilySize'] , 1 ,0)",pd.Series.map,np.where
0,titanic,https://www.kaggle.com/iviglious/teamysi-titanic-rf-a,"main_all_df.ix[main_all_df.Survived.isnull() == False, 'Survived']","main_all_df.loc[main_all_df.Survived.isnull() == False, 'Survived']",pd.DataFrame.ix,pd.DataFrame.loc
0,titanic,https://www.kaggle.com/jeshugames2/classification-using-svm,"np.hstack((p_id, y_pred))","np.append(p_id, y_pred, axis=1)",np.hstack,np.append
0,titanic,https://www.kaggle.com/jeshugames2/classification-using-svm,"np.hstack((p_id, y_pred))","np.concatenate((p_id, y_pred), axis=1)",np.hstack,np.concatenate
0,titanic,https://www.kaggle.com/knageswara78/my-tatanic-python-solution,np.nonzero(results['rank_test_%s' % scorer] == 1),np.where(results['rank_test_%s' % scorer] == 1),np.nonzero,np.where
0,titanic,https://www.kaggle.com/knageswara78/my-tatanic-python-solution,np.nonzero(results['rank_test_%s' % scorer] == 1),np.where(results['rank_test_%s' % scorer] == 1),np.nonzero,np.where
0,titanic,https://www.kaggle.com/kyleingraham/titanic-survivor-prediction,np.transpose(1 - true_output_y).dot(np.log(1 - h)),"np.tensordot(np.transpose(1 - true_output_y),np.log(1 - h),axes=1)",np.ndarray.dot,np.tensordot
0,titanic,https://www.kaggle.com/kyleingraham/titanic-survivor-prediction,np.transpose(-true_output_y).dot(np.log(h)),"np.tensordot(np.transpose(-true_output_y),np.log(h),axes=1)",np.ndarray.dot,np.tensordot
0,titanic,https://www.kaggle.com/kyleingraham/titanic-survivor-prediction,input_x.dot(theta),"np.tensordot(input_x,theta,axes=1)",np.ndarray.dot,np.tensordot
0,titanic,https://www.kaggle.com/kyleingraham/titanic-survivor-prediction,input_x.dot(theta),"np.tensordot(input_x,theta,axes=1)",np.ndarray.dot,np.tensordot
0,titanic,https://www.kaggle.com/kyleingraham/titanic-survivor-prediction,"np.ones((train_x.shape[0], 1))","np.empty((train_x.shape[0], 1)); r2.fill(1)",np.ones,np.empty
0,titanic,https://www.kaggle.com/kyleingraham/titanic-survivor-prediction,np.where(p >= 0.5),np.nonzero(p >= 0.5),np.where,np.nonzero
0,titanic,https://www.kaggle.com/kyleingraham/titanic-survivor-prediction,np.where(p != true_output_y),np.nonzero(p != true_output_y),np.where,np.nonzero
0,titanic,https://www.kaggle.com/kyleingraham/titanic-survivor-prediction-scikit-learn,"X.loc[:, (X.columns[X.columns.isin(self.columns)])]","X.ix[:, (X.columns[X.columns.isin(self.columns)])]",pd.DataFrame.loc,pd.DataFrame.ix
0,titanic,https://www.kaggle.com/laparrala/first,data.ix[891:],data.iloc[891:],pd.DataFrame.ix,pd.DataFrame.iloc
0,titanic,https://www.kaggle.com/lindenlu/linden-titanic-script,train_df.query('Survived==1'),train_df.loc[train_df.Survived==1],pd.DataFrame.query,pd.DataFrame.loc
0,titanic,https://www.kaggle.com/luistangui/titanicpy,s.query('(Pclass == 1 or Pclass == 2) and Sex == 'female),"s.loc[s.Pclass.isin([1, 2]) & (s.Sex =='female')]",pd.DataFrame.query,pd.DataFrame.loc
0,titanic,https://www.kaggle.com/luistangui/titanicpy,s.query('Pclass == 3 and Sex == 'female' and (Embarked == 'C' or Embarked == 'Q')'),"s.loc[(s.Pclass == 3) & (s.Sex == 'female') & (s.Embarked.isin(['C','Q']))]",pd.DataFrame.query,pd.DataFrame.loc
0,titanic,https://www.kaggle.com/luistangui/titanicpy, s.query('Pclass == 3 and Sex == 'male' and Embarked == 'C' and Family > 0'), s.loc[(s.Pclass == 3 )&( s.Sex == 'male') &(s.Embarked == 'C') &( s.Family > 0)],pd.DataFrame.query,pd.DataFrame.loc
0,titanic,https://www.kaggle.com/melisbiyikli/titanic-data-sets,all_datas.ix[891:],all_datas.iloc[891:],pd.DataFrame.ix,pd.DataFrame.iloc
0,titanic,https://www.kaggle.com/melisbiyikli/titanic-data-sets,all_datas['FamilySize'].map(lambda s: 1 if 5 <= s else 0),"np.where( 5 <= all_datas['FamilySize'] , 1 ,0)",pd.Series.map,np.where
0,titanic,https://www.kaggle.com/mjyang/testw,"np.hstack([X, bias])","np.append(X, bias, axis=1)",np.hstack,np.append
0,titanic,https://www.kaggle.com/mjyang/testw,"np.hstack([X_test, bias1])","np.append(X_test, bias1, axis=1)",np.hstack,np.append
0,titanic,https://www.kaggle.com/mjyang/testw,"np.hstack([Submit, Yhat])","np.append(Submit, Yhat, axis=1)",np.hstack,np.append
0,titanic,https://www.kaggle.com/mjyang/testw,"np.hstack([X, bias])","np.concatenate([X, bias], axis=1)",np.hstack,np.concatenate
0,titanic,https://www.kaggle.com/mjyang/testw,"np.hstack([X_test, bias1])","np.concatenate([X_test, bias1], axis=1)",np.hstack,np.concatenate
0,titanic,https://www.kaggle.com/mjyang/testw,"np.hstack([Submit, Yhat])","np.concatenate([Submit, Yhat], axis=1)",np.hstack,np.concatenate
0,titanic,https://www.kaggle.com/mjyang/testw,"np.ones((100, 1))","np.empty((100, 1)); r2.fill(1)",np.ones,np.empty
0,titanic,https://www.kaggle.com/mjyang/testw,"np.vstack([X_train, X_class1])","np.column_stack((X_train.T, X_class1.T)).T",np.vstack,np.column_stack
0,titanic,https://www.kaggle.com/mjyang/testw,"np.vstack([Y_train, Y_class1])","np.column_stack((Y_train.T, Y_class1.T)).T",np.vstack,np.column_stack
0,titanic,https://www.kaggle.com/mjyang/testw,"np.vstack([X_train, X_class1])","np.concatenate([X_train, X_class1], axis=0)",np.vstack,np.concatenate
0,titanic,https://www.kaggle.com/mjyang/testw,"np.vstack([Y_train, Y_class1])","np.concatenate([Y_train, Y_class1], axis=0)",np.vstack,np.concatenate
0,titanic,https://www.kaggle.com/olttwa/titanic-logistic-regression-v1,"np.ones((m, n + 1))","np.empty((m, n + 1)); r2.fill(1)",np.ones,np.empty
0,titanic,https://www.kaggle.com/omijn1/titanic-survivor-prediction,"X_test.loc[:, (['Fare'])]","X_test.ix[:, (['Fare'])]",pd.DataFrame.loc,pd.DataFrame.ix
0,titanic,https://www.kaggle.com/piplimoon/leaderboard-0-8134,"df_combo.loc[:, (['Cabin'])]","df_combo.ix[:, (['Cabin'])]",pd.DataFrame.loc,pd.DataFrame.ix
0,titanic,https://www.kaggle.com/piplimoon/leaderboard-0-8134,"df_combo.loc[mask_Age, ['Title', 'Sex', 'Pclass']]","df_combo.ix[mask_Age, ['Title', 'Sex', 'Pclass']]",pd.DataFrame.loc,pd.DataFrame.ix
0,titanic,https://www.kaggle.com/rchitic17/titanic-r-to-python,"full.loc[[61, 829], 'Embarked']","full.ix[[61, 829], 'Embarked']",pd.DataFrame.loc,pd.DataFrame.ix
0,titanic,https://www.kaggle.com/reyhaneh/titanic-s,np.where(bb['Embarked'] != train_df['Embarked']),np.nonzero(bb['Embarked'] != train_df['Embarked']),np.where,np.nonzero
